J_Id,medium
2370,Television
2371,Print
2372,Print
2373,Internet
2374,Print
2375,Print
2376,Print
2376,Television
2377,Print
2378,Internet
2379,Internet
2380,Print
2380,Radio
2381,Print
2381,Radio
2382,Print
2383,Print
2385,Print
2386,Internet
2387,Print
2388,Print
2389,Television
2390,Internet
2391,Print
2392,Print
2392,Television
2394,Television
2395,Print
2396,Internet
2398,Print
2399,Print
2399,Radio
2400,Television
2401,Print
2402,Print
2403,Print
2404,Radio
2405,Radio
2406,Television
2407,Print
2408,Print
2409,Internet
2410,Print
2411,Print
2412,Internet
2412,Print
2413,Radio
2421,Print
2422,Internet
2423,Print
2424,Television
2425,Print
2426,Print
2427,Internet
2428,Print
2429,Internet
2430,Internet
2431,Internet
2432,Internet
2432,Print
2433,Internet
2434,Internet
2434,Print
2434,Radio
2435,Print
2436,Internet
2437,Internet
2438,Internet
2438,Radio
2439,Print
2440,Print
2441,Print
2442,Print
2443,Print
2444,Print
2445,Internet
2446,Documentary Film
2447,Radio
2450,Radio
2451,Internet
2453,Internet
2454,Internet
2455,Print
2455,Internet
2456,Television
2457,Internet
2459,Internet
2460,Radio
2461,Print
2462,Print
2463,Print
2463,Internet
2464,Internet
2465,Print
2466,Print
2467,Print
2468,Print
2468,Radio
2469,Internet
2471,Print
2472,Television
2473,Print
2474,Internet
2475,Print
2475,Internet
2477,Print
2478,Radio
2479,Radio
2480,Print
2481,Internet
2482,Television
2483,Television
2483,Internet
2484,Print
2485,Television
2485,Internet
2486,Print
2487,Internet
2487,Television
2488,Print
2489,Print
2490,Internet
2491,Radio
2492,Print
2493,Print
2494,Internet
2495,Print
2497,Internet
2498,Print
2499,Print
2500,Radio
2502,Television
2503,Print
2504,Television
2505,Internet
2506,Print
2507,Print
2508,Radio
2509,Print
2510,Print
2511,Internet
2514,Internet
2516,Radio
2517,Print
2518,Radio
2519,Radio
2520,Television
2521,Print
2521,Internet
2522,Print
2523,Print
2524,Internet
2525,Television
2526,Radio
2528,Internet
2528,Print
2529,Print
2530,Television
2531,Print
2532,Print
2533,Internet
2534,Internet
2536,Internet
2537,Print
2538,Internet
2539,Print
2539,Radio
2540,Television
2542,Television
2543,Print
2545,Print
2546,Television
2547,Television
2547,Internet
2548,Internet
2548,Television
2550,Internet
2551,Documentary Film
2553,Print
2554,Print
2556,Internet
2556,Print
2558,Internet
2558,Print
2559,Internet
2560,Internet
2560,Print
2561,Print
2562,Print
2564,Internet
2565,Print
2566,Print
2567,Print
2568,Print
2569,Television
2570,Television
2572,Print
2573,Print
2575,Print
2576,Internet
2577,Print
2580,Radio
2581,Print
2582,Print
2583,Television
2585,Print
2585,Internet
2587,Radio
2588,Print
2589,Internet
2589,Print
2590,Internet
2592,Print
2594,Print
2596,Internet
2597,Television
2598,Print
2599,Print
2600,Radio
2600,Television
2601,Print
2602,Print
2603,Television
2604,Internet
2607,Radio
2607,Television
2608,Internet
2609,Print
2610,Television
2611,Radio
2611,Internet
2612,Print
2613,Television
2614,Print
2615,Print
2616,Print
2616,Internet
2617,Print
2619,Print
2620,Radio
2621,Television
2622,Internet
2623,Television
2624,Television
2626,Television
2628,Radio
2629,Internet
2630,Print
2631,Internet
2632,Internet
2633,Internet
2634,Internet
2635,Print
2636,Internet
2637,Internet
2638,Print
2639,Internet
2640,Internet
2641,Print
2642,Print
2643,Print
2643,Internet
2644,Internet
2644,Print
2644,Radio
2645,Television
2646,Radio
2648,Print
2649,Radio
2650,Print
2651,Internet
2652,Print
2655,Print
2656,Internet
2656,Print
2658,Print
2659,Print
2660,Print
2661,Television
2662,Print
2663,Radio
2663,Television
2665,Internet
2666,Television
2667,Print
2669,Internet
2670,Internet
2670,Print
2671,Internet
2671,Print
2672,Print
2673,Television
2674,Internet
2675,Television
2676,Internet
2676,Print
2677,Print
2678,Television
2681,Radio
2681,Internet
2683,Television
2684,Radio
2685,Television
2686,Print
2688,Radio
2689,Television
2690,Print
2691,Print
2691,Internet
2692,Print
2693,Print
2694,Print
2695,Print
2696,Internet
2698,Print
2699,Print
2700,Television
2701,Print
2702,Print
2703,Print
2704,Print
2705,Internet
2706,Print
2707,Television
2707,Internet
2708,Print
2708,Television
2708,Internet
2709,Internet
2710,Television
2711,Television
2712,Television
2713,Internet
2713,Print
2714,Radio
2715,Television
2717,Print
2718,Television
2719,Internet
2720,Television
2722,Print
2723,Print
2724,Print
2725,Internet
2725,Print
2726,Television
2728,Print
2729,Print
2730,Internet
2730,Print
2731,Print
2732,Print
2733,Print
2733,Television
2734,Print
2735,Print
2736,Radio
2737,Internet
2738,Print
2739,Print
2740,Internet
2741,Radio
2742,Print
2743,Internet
2743,Print
2744,Internet
2744,Print
2745,Print
2747,Print
2748,Internet
2748,Documentary Film
2748,Television
2749,Print
2750,Internet
2751,Television
2753,Print
2754,Print
2756,Television
2757,Print
2759,Print
2761,Print
2762,Television
2763,Radio
2764,Print
2765,Television
2766,Print
2768,Print
2769,Internet
2769,Print
2770,Radio
2773,Print
2775,Internet
2776,Print
2777,Print
2780,Television
2781,Radio
2783,Print
2784,Print
2784,Radio
2785,Radio
2788,Radio
2789,Internet
2791,Print
2792,Internet
2793,Radio
2794,Radio
2797,Internet
2798,Print
2799,Print
2800,Print
2801,Radio
2802,Internet
2803,Print
2804,Internet
2804,Television
2805,Television
2807,Print
2808,Print
2809,Radio
2811,Print
2812,Print
2812,Radio
2813,Print
2815,Print
2816,Print
2818,Internet
2819,Print
2820,Print
2821,Print
2822,Television
2823,Television
2825,Internet
2826,Print
2827,Print
2828,Television
2829,Print
2829,Radio
2829,Internet
2829,Television
2830,Print
2831,Internet
2831,Print
2832,Internet
2832,Print
2833,Print
2834,Print
2835,Internet
2836,Print
2837,Radio
2838,Internet
2839,Print
2840,Internet
2842,Print
2843,Print
2844,Print
2844,Internet
2846,Internet
2846,Print
2846,Radio
2846,Television
2847,Internet
2847,Print
2848,Print
2849,Television
2850,Internet
2850,Television
2851,Television
2852,Radio
2853,Print
2855,Print
2857,Print
2858,Print
2859,Print
2860,Documentary Film
2860,Internet
2860,Print
2860,Radio
2860,Television
2861,Print
2862,Print
2863,Print
2864,Radio
2865,Television
2866,Print
2867,Television
2869,Print
2871,Television
2872,Television
2873,Television
2874,Print
2875,Internet
2876,Print
2877,Print
2878,Print
2879,Print
2880,Print
2881,Print
2882,Internet
2883,Internet
2884,Print
2885,Documentary Film
2885,Internet
2885,Print
2886,Internet
2887,Television
2888,Print
2888,Radio
2888,Television
2889,Internet
2890,Television
2891,Television
2892,Print
2892,Television
2893,Internet
2894,Television
2894,Internet
2895,Internet
2896,Print
2897,Print
2898,Print
2899,Print
2900,Print
2901,Print
2902,Television
2903,Radio
2905,Print
2906,Television
2907,Print
2908,Television
2909,Radio
2909,Internet
2910,Internet
2911,Television
2912,Internet
2913,Television
2914,Internet
2916,Television
2917,Television
2918,Internet
2918,Television
2919,Print
2920,Print
2921,Print
2924,Print
2928,Radio
2929,Television
2931,Television
2932,Print
2933,Print
2935,Radio
2936,Television
2937,Radio
2938,Print
2939,Print
2940,Internet
2940,Radio
2941,Print
2941,Internet
2942,Print
2942,Internet
2943,Print
2943,Internet
2944,Television
2945,Internet
2947,Print
2948,Print
2948,Internet
2949,Print
2950,Internet
2951,Internet
2951,Television
2952,Internet
2954,Internet
2955,Internet
2955,Television
2956,Print
2957,Print
2958,Television
2959,Print
2960,Print
2963,Internet
2964,Internet
2965,Print
2966,Print
2967,Print
2968,Print
2969,Print
2970,Print
2971,Print
2972,Internet
2973,Internet
2974,Television
2975,Television
2976,Print
2976,Radio
2977,Print
2978,Radio
2979,Radio
2981,Print
2981,Internet
2984,Television
2985,Internet
2988,Print
2989,Print
2990,Print
2991,Print
2993,Print
2994,Internet
2995,Internet
2995,Radio
2995,Television
2996,Internet
2996,Print
2997,Internet
2997,Print
2998,Internet
2999,Print
2999,Radio
2999,Television
3000,Internet
3001,Internet
3001,Print
3002,Internet
3003,Internet
3005,Print
3006,Print
3008,Print
3008,Internet
3009,Print
3010,Internet
3011,Documentary Film
3011,Print
3013,Television
3014,Print
3015,Print
3015,Radio
3016,Television
3017,Print
3019,Television
3020,Print
3022,Radio
3025,Print
3026,Television
3027,Print
3028,Radio
3029,Documentary Film
3030,Print
3031,Print
3032,Internet
3033,Television
3034,Print
3034,Radio
3034,Television
3035,Print
3036,Radio
3037,Print
3037,Internet
3038,Print
3040,Television
3040,Internet
3041,Print
3041,Radio
3042,Internet
3043,Print
3044,Print
3047,Print
3048,Internet
3048,Print
3049,Print
3051,Print
3052,Television
3053,Radio
3054,Television
3054,Internet
3055,Print
3056,Internet
3057,Print
3058,Print
3061,Print
3062,Print
3064,Print
3065,Print
3066,Documentary Film
3066,Internet
3067,Print
3068,Internet
3069,Print
3070,Television
3071,Television
3072,Print
3073,Print
3074,Internet
3074,Television
3075,Print
3076,Print
3077,Radio
3077,Internet
3078,Documentary Film
3078,Internet
3078,Television
3079,Radio
3080,Print
3082,Print
3083,Print
3084,Print
3085,Print
3086,Print
3087,Print
3088,Internet
3089,Internet
3090,Print
3092,Print
3092,Television
3093,Internet
3094,Print
3095,Print
3096,Television
3097,Television
3098,Print
3099,Television
3099,Internet
3100,Radio
3101,Print
3101,Internet
3103,Print
3103,Internet
3104,Print
3105,Print
3106,Print
3107,Print
3109,Television
3110,Print
3111,Print
3112,Print
3113,Television
3114,Television
3115,Television
3116,Print
3117,Print
3119,Print
3120,Internet
3120,Print
3122,Internet
3123,Print
3125,Print
3126,Print
3128,Radio
3129,Internet
3132,Television
3133,Radio
3134,Internet
3135,Print
3137,Internet
3138,Print
3139,Print
3140,Print
3141,Television
3142,Television
3144,Television
3145,Internet
3147,Print
3148,Television
3149,Print
3150,Print
3151,Print
3152,Internet
3153,Internet
3154,Internet
3155,Internet
3155,Print
3156,Print
3157,Television
3158,Television
3159,Internet
3161,Print
3161,Television
3162,Print
3163,Print
3164,Print
3165,Print
3166,Radio
3167,Print
3168,Print
3169,Print
3170,Print
3171,Print
3172,Television
3173,Radio
3174,Print
3175,Radio
3176,Print
3178,Print
3179,Print
3181,Television
3182,Print
3183,Print
3184,Internet
3185,Television
3186,Radio
3186,Television
3187,Print
3188,Print
3190,Print
3191,Print
3192,Television
3193,Print
3194,Print
3194,Radio
3194,Television
3195,Television
3197,Internet
3197,Print
3198,Documentary Film
3200,Radio
3201,Print
3202,Documentary Film
3202,Internet
3203,Documentary Film
3203,Print
3204,Print
3206,Print
3206,Radio
3208,Internet
3208,Print
3209,Print
3211,Television
3212,Print
3213,Print
3214,Print
3214,Television
3215,Television
3216,Print
3218,Radio
3220,Print
3222,Print
3223,Print
3224,Print
3225,Print
3226,Internet
3227,Internet
3228,Internet
3228,Print
3229,Internet
3231,Print
3232,Internet
3233,Print
3234,Documentary Film
3234,Internet
3234,Television
3236,Internet
3236,Print
3237,Print
3238,Internet
3238,Print
3239,Print
3240,Print
3241,Print
3242,Internet
3243,Print
3244,Television
3245,Internet
3246,Internet
3247,Internet
3248,Print
3249,Print
3250,Print
3251,Internet
3252,Print
3253,Internet
3253,Print
3254,Print
3255,Television
3256,Print
3257,Print
3257,Radio
3258,Print
3259,Internet
3260,Print
3261,Print
3262,Internet
3264,Print
3266,Television
3267,Print
3267,Internet
3268,Print
3269,Internet
3269,Print
3272,Print
3273,Print
3275,Radio
3277,Print
3279,Internet
3281,Internet
3282,Print
3283,Internet
3283,Television
3284,Print
3285,Print
3286,Print
3287,Internet
3287,Television
3288,Internet
3288,Television
3290,Print
3292,Television
3292,Internet
3293,Internet
3294,Print
3295,Print
3296,Print
3297,Radio
3298,Television
3300,Print
3301,Print
3303,Print
3304,Television
3305,Television
3307,Internet
3308,Television
3309,Radio
3310,Print
3312,Internet
3313,Print
3314,Print
3315,Print
3316,Print
3317,Print
3318,Print
3319,Print
3320,Television
3321,Print
3322,Print
3323,Print
3324,Television
3326,Print
3326,Internet
3328,Television
3329,Print
3331,Print
3333,Internet
3333,Print
3334,Print
3335,Television
3336,Internet
3337,Television
3338,Television
3339,Print
3340,Internet
3340,Print
3342,Television
3343,Television
3344,Television
3345,Internet
3346,Print
3347,Television
3348,Print
3349,Internet
3350,Print
3351,Print
3353,Print
3354,Print
3355,Print
3356,Internet
3357,Internet
3358,Print
3359,Print
3361,Print
3362,Internet
3363,Print
3364,Print
3365,Print
3366,Television
3366,Internet
3367,Internet
3369,Television
3370,Internet
3370,Radio
3371,Print
3372,Internet
3373,Internet
3374,Print
3375,Internet
3375,Print
3378,Print
3379,Radio
3381,Radio
3381,Television
3382,Internet
3384,Print
3385,Television
3386,Television
3387,Print
3388,Radio
3390,Print
3391,Print
3392,Print
3393,Internet
3393,Print
3394,Internet
3395,Print
3396,Print
3397,Internet
3398,Print
3399,Internet
3399,Print
3400,Internet
3401,Print
3402,Print
3403,Print
3404,Print
3406,Internet
3406,Print
3407,Print
3408,Radio
3409,Print
3410,Internet
3410,Print
3411,Internet
3413,Internet
3414,Print
3415,Internet
3416,Internet
3417,Print
3418,Internet
3419,Print
3420,Internet
3421,Internet
3422,Internet
3423,Internet
3424,Print
3426,Internet
3426,Television
3427,Television
3428,Print
3430,Internet
3430,Television
3431,Print
3433,Radio
3433,Television
3434,Radio
3435,Print
3436,Television
3437,Internet
3437,Print
3438,Print
3439,Print
3439,Internet
3440,Internet
3441,Internet
3441,Radio
3442,Print
3443,Internet
3445,Internet
3447,Print
3448,Print
3449,Radio
3450,Radio
3453,Print
3454,Television
3454,Internet
3455,Print
3456,Internet
3457,Internet
3458,Internet
3459,Television
3460,Print
3461,Print
3462,Print
3463,Print
3465,Print
3466,Print
3467,Television
3468,Radio
3469,Print
3470,Print
3471,Print
3472,Print
3473,Print
3474,Print
3475,Television
3476,Internet
3477,Print
3478,Print
3479,Print
3479,Radio
3479,Internet
3480,Print
3482,Internet
3483,Internet
3484,Print
3485,Print
3486,Print
3487,Television
3488,Radio
3489,Television
3490,Internet
3493,Radio
3495,Print
3496,Print
3497,Television
3498,Print
3498,Documentary Film
3498,Internet
3501,Print
3502,Internet
3503,Print
3504,Internet
3504,Print
3505,Print
3506,Print
3507,Internet
3508,Internet
3510,Print
3511,Print
3512,Print
3513,Internet
3514,Print
3515,Internet
3516,Radio
3517,Internet
3518,Internet
3519,Internet
3520,Internet
3521,Internet
3522,Internet
3523,Print
3524,Internet
3524,Print
3525,Print
3526,Print
3527,Print
3528,Print
3528,Internet
3529,Internet
3531,Print
3532,Internet
3533,Print
3534,Print
3535,Print
3536,Television
3539,Print
3541,Internet
3542,Print
3543,Internet
3543,Print
3544,Internet
3545,Print
3546,Television
3547,Internet
3548,Print
3548,Television
3549,Internet
3550,Internet
3551,Print
3555,Television
3555,Internet
3556,Internet
3557,Print
3558,Internet
3558,Print
3559,Internet
3560,Radio
3561,Internet
3562,Internet
3563,Internet
3564,Internet
3565,Print
3566,Print
3567,Print
3568,Print
3569,Print
3570,Internet
3571,Internet
3572,Internet
3573,Print
3574,Internet
3574,Print
3575,Internet
3575,Television
3576,Internet
3577,Internet
3577,Print
3578,Print
3579,Print
3580,Internet
3581,Internet
3581,Print
3582,Internet
3583,Internet
3584,Print
3585,Print
3586,Internet
3586,Print
3587,Internet
3588,Print
