J_Id,coverage
1653,War
1654,Corruption
1656,Politics
1657,Human Rights
1657,Politics
1658,Business
1658,Corruption
1658,Crime
1658,Culture
1658,Human Rights
1658,Politics
1658,Sports
1658,War
1659,Corruption
1660,Business
1660,Corruption
1660,Crime
1660,Politics
1661,Human Rights
1661,Politics
1664,Politics
1666,Politics
1667,Crime
1668,War
1670,War
1672,Human Rights
1673,Politics
1674,Politics
1675,War
1676,War
1676,Culture
1677,Politics
1677,War
1678,Human Rights
1678,Politics
1679,Corruption
1679,Culture
1679,Politics
1679,Sports
1680,Human Rights
1680,Politics
1681,War
1682,Corruption
1682,Crime
1682,Politics
1683,Corruption
1684,Corruption
1684,Crime
1685,Culture
1685,Human Rights
1685,Politics
1686,Politics
1686,War
1688,War
1689,Corruption
1689,Crime
1689,Politics
1690,Politics
1692,Culture
1693,Human Rights
1694,Human Rights
1695,Business
1695,Corruption
1695,Crime
1695,Culture
1695,Human Rights
1695,Politics
1695,Sports
1695,War
1697,War
1698,Business
1698,Crime
1698,Culture
1698,Politics
1699,Human Rights
1699,Politics
1699,War
1700,Human Rights
1700,Politics
1701,Culture
1701,Human Rights
1701,Politics
1701,War
1702,Human Rights
1702,Politics
1703,War
1704,Culture
1704,Politics
1705,War
1706,Corruption
1706,Politics
1708,Politics
1709,Politics
1710,Corruption
1710,Human Rights
1710,Politics
1711,Human Rights
1711,War
1712,Culture
1712,Sports
1713,War
1714,Human Rights
1714,Politics
1714,War
1715,War
1716,War
1717,Human Rights
1717,Politics
1717,War
1718,War
1719,War
1720,Politics
1721,War
1722,Culture
1725,Politics
1726,Politics
1727,Human Rights
1728,Corruption
1728,Crime
1728,Culture
1728,Human Rights
1728,Politics
1731,Corruption
1731,Crime
1732,Culture
1732,Human Rights
1732,Politics
1733,Human Rights
1733,Business
1733,Corruption
1733,Crime
1733,War
1733,Politics
1734,Politics
1734,War
1737,War
1739,Corruption
1739,Crime
1741,Politics
1742,Politics
1743,War
1744,Human Rights
1745,Politics
1746,War
1747,Human Rights
1747,Politics
1748,Corruption
1748,Human Rights
1748,Politics
1750,War
1751,Corruption
1751,Crime
1752,Human Rights
1752,Politics
1753,Politics
1754,Business
1754,Human Rights
1754,Politics
1754,War
1755,Human Rights
1755,Politics
1756,Politics
1759,Politics
1760,War
1762,Human Rights
1762,Politics
1764,Culture
1764,Sports
1765,Corruption
1767,Corruption
1767,Crime
1767,Politics
1768,Human Rights
1768,Politics
1768,War
1769,Human Rights
1770,Politics
1773,Human Rights
1773,War
1774,Corruption
1774,Politics
1775,War
1776,Human Rights
1776,Politics
1777,Business
1777,Politics
1778,Politics
1781,Politics
1783,Politics
1784,Politics
1785,Politics
1786,Politics
1787,Culture
1787,Human Rights
1787,Politics
1789,Corruption
1789,Crime
1789,Politics
1790,Politics
1791,Politics
1791,Crime
1791,Corruption
1792,Politics
1793,Human Rights
1793,Politics
1794,Politics
1794,Culture
1795,Politics
1797,Human Rights
1797,Politics
1797,War
1799,Corruption
1801,Politics
1802,Politics
1803,Human Rights
1803,Politics
1804,Business
1804,Corruption
1804,Crime
1804,Human Rights
1804,Politics
1806,Business
1806,Corruption
1806,Human Rights
1807,Politics
1808,Corruption
1808,Human Rights
1808,Politics
1810,Politics
1811,Culture
1811,Human Rights
1811,Politics
1814,Politics
1815,Politics
1816,Human Rights
1816,Politics
1818,Corruption
1818,Politics
1819,War
1820,Politics
1821,Politics
1822,Human Rights
1822,Politics
1823,Politics
1824,Politics
1825,Business
1825,Corruption
1825,Politics
1826,Politics
1827,Politics
1828,Business
1828,Corruption
1829,Corruption
1829,Politics
1830,Human Rights
1830,Politics
1831,Politics
1832,Corruption
1832,Human Rights
1832,Politics
1833,Human Rights
1833,War
1834,Human Rights
1834,Politics
1835,Corruption
1838,Politics
1839,War
1840,Human Rights
1841,Politics
1842,Politics
1843,Corruption
1843,Politics
1844,Corruption
1844,Crime
1844,Culture
1844,Human Rights
1844,Politics
1845,Politics
1847,Crime
1849,Business
1849,Corruption
1849,Politics
1852,Crime
1852,Culture
1852,Human Rights
1852,Politics
1854,Corruption
1854,Human Rights
1854,Politics
1854,War
1856,Culture
1859,Corruption
1859,Crime
1862,Human Rights
1863,Corruption
1864,Culture
1864,Human Rights
1864,Politics
1865,War
1866,Politics
1867,Politics
1868,Culture
1868,Human Rights
1868,Politics
1870,Corruption
1870,Crime
1871,War
1871,Crime
1871,Politics
1871,Human Rights
1873,Corruption
1873,Human Rights
1873,Politics
1873,Crime
1874,Politics
1875,Politics
1876,Corruption
1877,Human Rights
1877,Politics
1878,Corruption
1878,Politics
1879,Politics
1881,War
1882,Corruption
1882,Politics
1883,Corruption
1883,Politics
1884,Crime
1885,Culture
1885,Sports
1886,Corruption
1886,Politics
1887,Corruption
1887,Human Rights
1887,Politics
1887,War
1888,Politics
1888,War
1889,Politics
1889,War
1890,War
1891,War
1892,Politics
1893,Politics
1893,War
1894,Business
1895,Politics
1895,War
1896,Human Rights
1896,Politics
1897,Politics
1898,Politics
1899,War
1901,Human Rights
1901,Politics
1902,Human Rights
1902,Politics
1903,Culture
1904,War
1905,Politics
1906,War
1907,Politics
1908,Politics
1909,War
1910,Politics
1911,Human Rights
1912,Human Rights
1912,Politics
1912,War
1913,Politics
1914,Politics
1915,War
1916,Culture
1916,War
1917,War
1919,Culture
1919,Politics
1920,Politics
1920,War
1920,Crime
1920,Human Rights
1921,Corruption
1921,Crime
1922,Culture
1925,Culture
1926,Politics
1927,Corruption
1927,Politics
1928,Culture
1930,Business
1930,Culture
1930,Human Rights
1930,Politics
1931,Crime
1931,Politics
1933,Corruption
1935,Human Rights
1935,Politics
1936,Human Rights
1936,Politics
1937,Corruption
1937,Politics
1939,Corruption
1939,Crime
1941,Politics
1942,Crime
1943,Politics
1944,War
1946,Politics
1947,War
1953,War
1954,Corruption
1954,Human Rights
1955,Corruption
1955,Politics
1956,Corruption
1956,Politics
1957,Human Rights
1958,Crime
1959,War
1961,Human Rights
1962,Human Rights
1962,War
1963,Politics
1966,Business
1966,Corruption
1966,Crime
1966,Politics
1966,Culture
1968,Corruption
1968,Crime
1968,Politics
1970,Crime
1973,Politics
1974,Culture
1974,Politics
1974,Sports
1975,Politics
1976,Corruption
1977,Human Rights
1977,Politics
1978,Politics
1980,Crime
1980,Politics
1981,Corruption
1981,Crime
1981,War
1982,Politics
1983,Human Rights
1983,Politics
1983,War
1984,Politics
1987,Business
1987,Culture
1988,Human Rights
1989,Corruption
1989,Politics
1990,Corruption
1990,Human Rights
1991,Culture
1994,Politics
1995,Politics
1997,Culture
1997,Human Rights
1997,Politics
1999,Business
1999,Corruption
1999,Culture
1999,Politics
2000,Culture
2000,Human Rights
2000,Politics
2001,Human Rights
2003,Human Rights
2003,Politics
2003,War
2004,Corruption
2004,Politics
2005,Politics
2006,Human Rights
2006,Politics
2007,Human Rights
2007,Politics
2010,Human Rights
2014,Corruption
2014,Crime
2014,Politics
2016,Politics
2016,War
2017,Human Rights
2017,Politics
2018,Culture
2018,Human Rights
2019,War
2020,Human Rights
2020,Politics
2022,War
2023,Human Rights
2023,Politics
2024,War
2025,Politics
2026,Politics
2028,Politics
2029,Politics
2031,Human Rights
2031,Politics
2031,Sports
2032,Politics
2033,Politics
2034,Politics
2035,Politics
2037,Corruption
2039,Business
2039,Corruption
2039,Crime
2039,Culture
2039,Human Rights
2039,Politics
2039,Sports
2039,War
2041,Corruption
2041,Crime
2041,Politics
2041,War
2043,Politics
2044,Corruption
2044,Crime
2044,Culture
2044,Human Rights
2044,Politics
2044,War
2045,Business
2045,Corruption
2045,Crime
2045,Culture
2045,Human Rights
2045,Politics
2045,Sports
2045,War
2046,Politics
2047,Business
2047,Corruption
2047,Crime
2047,Culture
2047,Human Rights
2047,Politics
2047,Sports
2047,War
2050,Business
2050,Corruption
2050,Crime
2050,Culture
2050,Human Rights
2050,Politics
2050,Sports
2050,War
2053,Business
2053,Corruption
2053,Crime
2053,Culture
2053,Human Rights
2053,Politics
2053,Sports
2054,Politics
2055,Corruption
2056,Sports
2059,Politics
2059,War
2061,Human Rights
2061,Politics
2061,War
2062,Culture
2062,Human Rights
2062,Politics
2063,Culture
2063,Politics
2064,Politics
2065,Business
2065,Corruption
2065,Crime
2065,Culture
2065,Human Rights
2065,Politics
2065,Sports
2065,War
2066,Human Rights
2066,Politics
2068,Politics
2070,Politics
2074,Corruption
2074,Culture
2074,Politics
2075,Politics
2076,Sports
2077,War
2078,Corruption
2078,Politics
2079,Politics
2080,Corruption
2080,Human Rights
2081,Business
2081,Corruption
2081,Crime
2081,Human Rights
2081,Politics
2081,War
2082,Politics
2082,Corruption
2083,Corruption
2083,Politics
2086,War
2087,Human Rights
2087,Politics
2087,War
2090,Politics
2091,War
2092,Corruption
2092,Crime
2095,War
2096,Politics
2097,Politics
2098,Business
2098,Corruption
2098,Crime
2103,Politics
2106,Business
2106,Corruption
2106,Crime
2106,Culture
2106,Human Rights
2106,Politics
2106,Sports
2106,War
2107,Crime
2107,Politics
2108,Politics
2108,War
2109,Crime
2109,Human Rights
2109,Politics
2112,Culture
2112,Politics
2112,War
2113,Human Rights
2113,Politics
2116,War
2117,Human Rights
2119,Culture
2119,Human Rights
2119,Politics
2120,Culture
2120,Politics
2121,Human Rights
2122,Crime
2122,Culture
2122,Politics
2123,Corruption
2123,Politics
2124,Politics
2124,War
2125,Corruption
2125,Human Rights
2125,Politics
2126,Politics
2127,Politics
2128,Culture
2128,War
2129,Crime
2129,Politics
2129,War
2130,War
2131,Politics
2132,Culture
2132,Human Rights
2133,War
2134,Human Rights
2134,Politics
2135,Politics
2136,Politics
2137,Human Rights
2137,Politics
2139,Politics
2140,Culture
2140,Politics
2141,Politics
2141,War
2142,Politics
2142,War
2143,Politics
2143,War
2144,Politics
2144,War
2145,Culture
2145,Politics
2146,Corruption
2147,Politics
2148,Corruption
2148,Human Rights
2148,Politics
2148,War
2149,War
2151,Human Rights
2151,War
2152,Human Rights
2152,Politics
2153,Corruption
2153,Culture
2153,Human Rights
2153,Politics
2154,Politics
2154,War
2155,Culture
2155,Human Rights
2155,Politics
2155,War
2156,Politics
2157,Human Rights
2157,Politics
2157,War
2158,Corruption
2158,Human Rights
2158,Politics
2159,Politics
2159,War
2161,Corruption
2161,Politics
2162,Corruption
2162,Human Rights
2162,Politics
2163,Corruption
2163,Politics
2164,Culture
2165,Corruption
2165,Culture
2166,Human Rights
2166,Politics
2166,War
2167,War
2168,Human Rights
2168,Politics
2169,Politics
2170,Politics
2170,War
2171,Politics
2172,Human Rights
2173,War
2174,Human Rights
2174,Politics
2175,Human Rights
2176,War
2178,War
2179,Business
2179,Corruption
2179,Politics
2181,Human Rights
2181,Politics
2182,Politics
2183,Politics
2184,Human Rights
2185,Politics
2186,Politics
2186,War
2187,Politics
2187,War
2189,Human Rights
2190,Politics
2191,Culture
2191,Human Rights
2191,Politics
2194,War
2195,Politics
2196,Politics
2197,Politics
2199,Human Rights
2199,Culture
2199,Politics
2200,Human Rights
2200,Politics
2202,War
2203,Human Rights
2203,Politics
2203,War
2204,Culture
2205,Politics
2205,War
2206,War
2207,Politics
2207,War
2208,Politics
2209,Politics
2209,War
2210,Politics
2210,War
2211,Politics
2212,Culture
2213,Crime
2216,Politics
2217,War
2219,Culture
2219,Human Rights
2219,Politics
2221,War
2222,Politics
2222,War
2223,Politics
2224,War
2225,Human Rights
2225,Politics
2225,War
2226,Business
2226,Culture
2226,Politics
2227,Politics
2227,War
2228,Politics
2229,Politics
2230,Politics
2230,War
2232,War
2233,Business
2233,Culture
2233,Politics
2236,Human Rights
2237,Politics
2238,Politics
2239,Human Rights
2239,Politics
2239,War
2240,Human Rights
2240,Politics
2241,Business
2241,Crime
2241,Culture
2241,Politics
2241,Sports
2242,Politics
2242,War
2243,Politics
2243,War
2244,Business
2244,Corruption
2246,Culture
2247,Culture
2247,Politics
2247,Sports
2247,War
2248,Human Rights
2248,Politics
2249,Culture
2249,Politics
2250,Culture
2250,Politics
2252,Culture
2252,Human Rights
2252,Politics
2253,Culture
2253,Human Rights
2254,Human Rights
2254,Politics
2255,Human Rights
2255,Politics
2255,War
2256,Culture
2256,Politics
2257,War
2258,War
2260,Politics
2260,War
2261,Culture
2261,Human Rights
2261,Politics
2262,Politics
2263,Culture
2263,Politics
2264,Politics
2264,War
2266,Politics
2266,War
2267,War
2268,Politics
2269,Corruption
2269,Human Rights
2269,Politics
2270,Politics
2271,Human Rights
2271,War
2273,Corruption
2273,Crime
2273,Human Rights
2273,Politics
2274,Corruption
2279,Human Rights
2279,War
2280,Politics
2281,Corruption
2282,Business
2282,Corruption
2282,Crime
2282,Culture
2282,Human Rights
2282,Politics
2282,Sports
2282,War
2283,Human Rights
2283,War
2284,Culture
2285,War
2286,Business
2286,Corruption
2286,Crime
2286,Culture
2286,Human Rights
2286,Politics
2286,Sports
2286,War
2288,Politics
2288,War
2289,Politics
2293,Culture
2295,Human Rights
2296,War
2297,Culture
2298,Politics
2299,Business
2299,Corruption
2299,Crime
2299,Culture
2299,Human Rights
2299,Politics
2299,Sports
2299,War
2301,Politics
2303,Crime
2303,Human Rights
2303,War
2304,Corruption
2304,Human Rights
2305,Politics
2306,Politics
2306,War
2308,Politics
2308,War
2309,Culture
2311,Crime
2311,Politics
2311,War
2312,Corruption
2312,Politics
2313,Politics
2313,War
2314,Business
2314,Culture
2314,Politics
2315,War
2317,Politics
2318,Politics
2320,Politics
2321,Politics
2322,Politics
2323,Politics
2327,War
2328,War
2329,Politics
2330,Politics
2332,Culture
2332,Human Rights
2332,Politics
2333,Politics
2334,Business
2334,Corruption
2334,Crime
2334,Culture
2334,Human Rights
2334,Politics
2334,Sports
2334,War
2335,Business
2335,Corruption
2335,Crime
2335,Culture
2335,Human Rights
2335,Politics
2336,Human Rights
2336,Politics
2338,War
2339,Corruption
2340,Human Rights
2340,Politics
2342,Politics
2344,Politics
2345,Human Rights
2345,Politics
2345,War
2346,War
2347,Politics
2348,War
2349,Culture
2349,Human Rights
2349,Politics
2350,War
2352,Culture
2353,Politics
2354,Politics
2355,Business
2355,Corruption
2355,Crime
2356,Politics
2357,Corruption
2357,Crime
2357,Politics
2358,Culture
2358,Politics
2360,Culture
2360,Politics
2360,War
2361,Corruption
2362,War
2363,War
2364,Human Rights
2364,Politics
2365,Corruption
2365,Human Rights
2365,Politics
2366,War
2367,Human Rights
2367,Politics
2369,Politics
2370,Culture
2370,Human Rights
2370,Politics
2370,Sports
2370,War
2371,Politics
2372,Culture
2372,Politics
2373,Human Rights
2377,War
2378,Human Rights
2379,Culture
2379,Human Rights
2379,Politics
2380,Politics
2381,War
2382,Human Rights
2383,Business
2383,Corruption
2385,Culture
2385,Politics
2386,Human Rights
2386,Politics
2387,Culture
2387,Human Rights
2387,Politics
2387,War
2388,Corruption
2389,Crime
2389,Human Rights
2390,Culture
2390,Human Rights
2391,Politics
2392,Human Rights
2394,Corruption
2394,Culture
2394,Politics
2394,War
2396,Human Rights
2396,Politics
2398,Politics
2399,War
2400,Human Rights
2400,War
2401,Culture
2401,Politics
2402,Politics
2403,Culture
2404,Human Rights
2404,Politics
2405,Corruption
2405,Human Rights
2405,Politics
2405,War
2408,Culture
2408,Human Rights
2408,Politics
2408,War
2409,Corruption
2409,Crime
2409,Culture
2409,Human Rights
2409,Politics
2409,War
2410,Crime
2410,Human Rights
2412,Politics
2413,Corruption
2421,Politics
2422,Crime
2422,Politics
2424,Culture
2424,Sports
2426,Politics
2427,Human Rights
2427,Politics
2428,Business
2429,Corruption
2429,Human Rights
2429,Politics
2430,Politics
2431,Business
2431,Corruption
2431,Human Rights
2431,Politics
2432,Human Rights
2432,Politics
2433,Business
2433,Human Rights
2433,Politics
2434,Politics
2436,Human Rights
2436,Politics
2437,Politics
2438,Human Rights
2438,Politics
2439,Corruption
2441,Corruption
2441,Politics
2442,Human Rights
2442,Politics
2444,Politics
2445,Politics
2446,Human Rights
2446,Politics
2447,Corruption
2450,Politics
2450,War
2451,Culture
2451,Politics
2453,Culture
2453,Politics
2454,Culture
2454,Human Rights
2454,Politics
2455,Crime
2455,Politics
2455,Corruption
2456,Corruption
2456,Crime
2457,Human Rights
2457,Politics
2459,Culture
2459,Human Rights
2459,Politics
2460,Politics
2460,War
2461,Crime
2463,Human Rights
2463,War
2464,Culture
2464,Politics
2465,Human Rights
2466,Politics
2467,Crime
2468,Corruption
2468,Crime
2469,Culture
2469,Politics
2471,Politics
2471,War
2472,Human Rights
2472,War
2474,Corruption
2474,Crime
2475,Crime
2475,Politics
2477,Business
2477,Culture
2477,Politics
2478,Crime
2478,Human Rights
2479,Politics
2481,Culture
2481,Human Rights
2481,Politics
2482,Human Rights
2482,Politics
2482,War
2483,War
2484,Human Rights
2484,Politics
2485,War
2486,Culture
2486,Politics
2487,Crime
2487,Politics
2487,War
2488,Politics
2489,Corruption
2490,Politics
2491,Politics
2491,War
2494,Culture
2495,Politics
2497,Politics
2499,Culture
2499,Politics
2500,Corruption
2500,Crime
2500,Politics
2502,War
2503,Human Rights
2503,Politics
2504,War
2505,War
2507,Corruption
2507,Crime
2508,Human Rights
2509,Human Rights
2509,Politics
2510,Business
2510,Politics
2511,Corruption
2514,Politics
2517,Politics
2518,Corruption
2518,Crime
2520,War
2521,Human Rights
2521,Politics
2521,War
2523,Politics
2524,Human Rights
2524,Politics
2525,War
2526,Politics
2526,War
2527,Sports
2528,Human Rights
2528,Politics
2529,War
2530,Culture
2530,Sports
2531,Politics
2532,Politics
2533,Culture
2533,Human Rights
2533,Politics
2534,Culture
2534,Human Rights
2536,Culture
2536,Politics
2538,Politics
2539,Corruption
2539,Crime
2540,Culture
2542,Business
2542,Crime
2542,Corruption
2542,Human Rights
2542,Politics
2542,War
2543,Crime
2545,Corruption
2545,Politics
2547,War
2548,War
2550,Politics
2551,Human Rights
2551,Politics
2551,War
2554,Crime
2554,Sports
2556,Politics
2558,Corruption
2558,Politics
2559,Human Rights
2560,Business
2560,Corruption
2560,Crime
2560,Culture
2560,Human Rights
2560,Politics
2561,Culture
2562,Human Rights
2562,Politics
2562,War
2564,Politics
2565,Corruption
2565,Politics
2566,Politics
2568,Politics
2569,Business
2569,Culture
2570,War
2572,Crime
2573,Business
2573,Culture
2573,Politics
2576,Human Rights
2576,Politics
2577,Politics
2581,Human Rights
2582,Human Rights
2582,War
2583,Politics
2583,War
2585,Politics
2587,Corruption
2588,Politics
2589,Culture
2590,Culture
2592,Corruption
2592,Politics
2594,Politics
2596,Corruption
2596,Crime
2596,Human Rights
2596,Politics
2597,War
2598,War
2599,Corruption
2599,Politics
2600,Crime
2601,Business
2601,Corruption
2601,Crime
2603,War
2604,Sports
2607,Sports
2607,Culture
2608,Human Rights
2608,Politics
2609,Politics
2610,Crime
2611,Corruption
2611,Crime
2611,Politics
2612,Culture
2612,Human Rights
2612,Politics
2612,Sports
2613,Corruption
2613,Politics
2614,Business
2614,Culture
2614,Politics
2616,Business
2616,Human Rights
2617,Corruption
2617,Politics
2620,Human Rights
2620,War
2621,Politics
2621,War
2622,Culture
2622,Human Rights
2622,Politics
2623,Politics
2623,War
2624,Human Rights
2624,Politics
2626,Business
2626,Corruption
2626,Crime
2626,Human Rights
2626,Politics
2626,War
2629,Business
2629,Politics
2631,Politics
2632,Corruption
2632,Politics
2633,Politics
2634,Politics
2636,Corruption
2636,Human Rights
2636,Politics
2637,Politics
2638,Crime
2639,Corruption
2640,Corruption
2640,Politics
2641,Corruption
2641,Crime
2642,Culture
2643,Culture
2643,Human Rights
2643,Politics
2644,Crime
2644,Culture
2644,Human Rights
2644,Politics
2645,Human Rights
2646,War
2648,Human Rights
2649,Politics
2650,Politics
2651,Corruption
2652,Politics
2652,Corruption
2655,Politics
2656,Culture
2656,Politics
2658,War
2659,Corruption
2660,Politics
2661,Business
2661,Culture
2661,Human Rights
2661,Politics
2663,Politics
2663,War
2665,Politics
2666,War
2669,Human Rights
2669,Politics
2669,War
2670,Corruption
2671,Politics
2672,War
2673,Culture
2673,Politics
2674,Culture
2674,Politics
2675,Politics
2676,Corruption
2676,Politics
2677,Politics
2678,Corruption
2678,Human Rights
2678,Politics
2681,Human Rights
2681,Politics
2681,War
2683,Culture
2684,Human Rights
2684,Politics
2684,War
2685,Politics
2685,War
2686,Corruption
2686,Crime
2686,Politics
2688,Business
2688,Corruption
2688,Crime
2688,Politics
2688,Sports
2689,Culture
2689,Sports
2689,War
2690,War
2691,Politics
2691,Culture
2695,Politics
2696,Human Rights
2696,Politics
2698,Corruption
2698,Crime
2698,Politics
2699,Corruption
2699,Crime
2700,Crime
2700,Politics
2701,Corruption
2701,Crime
2701,Politics
2702,Crime
2703,Corruption
2703,Human Rights
2703,Politics
2705,Politics
2706,Corruption
2706,Politics
2707,Human Rights
2707,Politics
2707,War
2708,Human Rights
2708,Politics
2708,War
2709,Human Rights
2709,War
2710,War
2711,War
2712,War
2713,Corruption
2713,Human Rights
2713,Politics
2714,Politics
2714,War
2715,Culture
2715,Human Rights
2715,Politics
2718,War
2719,Corruption
2719,Human Rights
2720,Politics
2720,War
2722,Politics
2723,Politics
2724,Politics
2725,Crime
2725,Human Rights
2725,Politics
2726,Politics
2726,War
2728,Human Rights
2728,Politics
2730,Politics
2731,Corruption
2731,Politics
2732,Crime
2732,Politics
2733,Business
2733,Corruption
2733,Crime
2733,Human Rights
2733,Politics
2733,War
2734,Politics
2735,Corruption
2736,Human Rights
2736,Politics
2737,Human Rights
2738,Politics
2740,Business
2740,Crime
2740,Politics
2741,Corruption
2741,Crime
2742,Politics
2743,Business
2743,Corruption
2743,Crime
2743,Culture
2743,Human Rights
2743,Politics
2743,Sports
2743,War
2744,Business
2744,Corruption
2744,Crime
2744,Culture
2744,Human Rights
2744,Politics
2744,Sports
2744,War
2745,Politics
2747,Culture
2747,Politics
2748,Culture
2748,Human Rights
2748,Politics
2749,Politics
2750,Politics
2751,Culture
2753,Business
2753,Corruption
2753,Crime
2754,Human Rights
2756,Human Rights
2757,Politics
2757,War
2759,Politics
2761,Politics
2762,War
2763,Corruption
2763,Crime
2765,Culture
2766,Corruption
2768,Politics
2768,War
2769,Business
2769,Culture
2769,Politics
2769,Sports
2770,War
2773,Culture
2775,Human Rights
2775,Politics
2776,Crime
2777,Human Rights
2780,War
2781,Crime
2781,Politics
2783,Crime
2784,Crime
2785,Corruption
2785,Crime
2788,Politics
2789,Corruption
2789,Politics
2791,Politics
2791,War
2792,Politics
2793,Corruption
2793,Crime
2794,Crime
2797,Culture
2797,Politics
2798,Corruption
2799,Politics
2800,Corruption
2801,Corruption
2801,Politics
2803,Politics
2804,Business
2804,Corruption
2804,Crime
2804,Culture
2804,Human Rights
2804,Politics
2805,Politics
2807,Politics
2808,Politics
2809,Crime
2809,Politics
2811,Politics
2812,Corruption
2812,Crime
2813,Culture
2813,Human Rights
2813,Politics
2815,War
2817,Human Rights
2818,Human Rights
2820,Human Rights
2820,War
2822,Business
2822,Culture
2823,Business
2823,Culture
2825,Politics
2825,Human Rights
2825,War
2826,Politics
2827,Politics
2828,Politics
2829,Culture
2829,Politics
2829,War
2831,Corruption
2832,Culture
2832,Human Rights
2832,Politics
2835,Business
2835,Corruption
2835,Crime
2835,Culture
2835,Human Rights
2835,Politics
2835,War
2836,Crime
2837,Politics
2838,Politics
2838,Business
2838,Corruption
2838,Crime
2838,Culture
2838,Human Rights
2838,War
2839,War
2840,Culture
2840,Politics
2841,Politics
2842,Business
2842,Politics
2843,Politics
2844,Human Rights
2844,Politics
2845,Culture
2845,Politics
2846,Culture
2846,Politics
2847,Politics
2848,War
2849,Culture
2850,Politics
2850,Sports
2851,Culture
2851,Sports
2852,Culture
2855,War
2857,Politics
2858,Corruption
2858,Culture
2858,Politics
2859,Politics
2860,Corruption
2860,Culture
2860,Human Rights
2860,Politics
2861,Corruption
2862,Business
2862,Culture
2862,Politics
2862,War
2863,Culture
2864,Human Rights
2864,War
2865,Politics
2866,Human Rights
2866,Politics
2871,War
2872,War
2873,Crime
2873,Human Rights
2873,Politics
2874,Corruption
2874,Crime
2874,Human Rights
2875,Business
2875,Corruption
2875,Crime
2875,Culture
2875,Human Rights
2875,Politics
2876,Corruption
2879,Politics
2881,Corruption
2881,Crime
2881,Culture
2881,Human Rights
2881,Politics
2882,Human Rights
2882,Politics
2883,Politics
2883,War
2885,Corruption
2885,Crime
2885,Politics
2886,Business
2886,Corruption
2886,Politics
2886,War
2887,Politics
2887,War
2888,Politics
2889,Culture
2889,Politics
2890,War
2891,Corruption
2891,Human Rights
2891,Politics
2892,Business
2892,Corruption
2892,Human Rights
2893,Corruption
2893,Human Rights
2893,Politics
2894,Human Rights
2894,Politics
2894,War
2895,Corruption
2895,Human Rights
2896,Corruption
2896,Politics
2898,Politics
2898,War
2900,War
2902,Corruption
2902,Politics
2903,Corruption
2903,Crime
2905,Human Rights
2906,War
2907,Politics
2908,Human Rights
2908,Politics
2908,War
2909,War
2910,Corruption
2910,Human Rights
2910,Politics
2911,Politics
2912,War
2913,Politics
2913,War
2914,Corruption
2914,Crime
2914,Culture
2916,Corruption
2916,Politics
2916,War
2917,War
2918,Corruption
2918,Human Rights
2918,Politics
2919,Politics
2920,Politics
2924,Politics
2928,Corruption
2928,Crime
2928,Politics
2929,Human Rights
2929,Politics
2931,Corruption
2932,War
2933,Politics
2935,Crime
2935,Politics
2936,Politics
2937,Politics
2938,Human Rights
2939,Human Rights
2940,Corruption
2940,Crime
2941,Business
2941,Corruption
2942,Politics
2942,Human Rights
2943,Corruption
2944,War
2945,Politics
2945,War
2947,Culture
2947,Politics
2948,Politics
2949,Crime
2950,Corruption
2950,Human Rights
2950,Politics
2951,Corruption
2951,Politics
2952,Culture
2952,Human Rights
2952,Politics
2954,Culture
2955,Culture
2956,Culture
2956,Politics
2957,Corruption
2958,War
2959,War
2960,War
2963,Politics
2963,War
2964,Corruption
2964,Crime
2964,Culture
2964,Human Rights
2964,Politics
2964,War
2966,Politics
2967,Human Rights
2967,Politics
2968,Human Rights
2968,Politics
2969,Politics
2971,Politics
2971,War
2972,Politics
2973,Politics
2974,Culture
2976,Politics
2977,Politics
2978,War
2979,Human Rights
2979,Politics
2981,Politics
2984,Politics
2985,Corruption
2985,Politics
2989,Human Rights
2989,War
2990,Politics
2994,Politics
2995,Business
2995,Corruption
2995,Crime
2995,Culture
2995,Human Rights
2995,Politics
2995,Sports
2995,War
2996,Human Rights
2996,Politics
2996,War
2997,Corruption
2997,Human Rights
2997,Politics
2998,Corruption
2998,Human Rights
2998,Politics
2999,Human Rights
2999,Politics
2999,War
3000,Corruption
3000,Human Rights
3000,Politics
3001,Politics
3002,Human Rights
3002,Politics
3003,Business
3003,Culture
3003,Politics
3003,Sports
3005,Culture
3005,Human Rights
3006,Crime
3006,Politics
3008,War
3009,Human Rights
3010,War
3011,Human Rights
3011,Politics
3013,War
3014,War
3015,Crime
3016,Corruption
3016,Crime
3016,Politics
3017,Politics
3019,Politics
3020,War
3022,Human Rights
3022,Politics
3025,Politics
3026,Business
3026,Corruption
3026,Crime
3026,Culture
3026,Human Rights
3026,Politics
3026,Sports
3028,Culture
3028,War
3029,Politics
3030,Politics
3031,Politics
3032,Politics
3033,War
3034,Politics
3034,War
3035,War
3037,Politics
3038,Politics
3040,War
3041,Politics
3042,Culture
3042,Human Rights
3042,Politics
3043,Culture
3043,Politics
3044,Human Rights
3044,Politics
3047,Corruption
3047,Crime
3048,Politics
3049,Politics
3051,Corruption
3051,Politics
3052,Politics
3054,Politics
3054,War
3055,Human Rights
3055,Politics
3056,Culture
3056,Human Rights
3056,Politics
3057,Politics
3058,Politics
3062,Politics
3065,Politics
3066,Human Rights
3066,Politics
3067,Corruption
3067,Human Rights
3067,Politics
3068,Politics
3069,Politics
3069,War
3070,Human Rights
3071,Corruption
