J_Id,job
1382,Print Reporter
1383,Print Reporter
1384,Editor
1384,Print Reporter
1387,Producer
1388,Producer
1389,Editor
1389,Print Reporter
1390,Print Reporter
1391,Broadcast Reporter
1392,Editor
1392,Publisher/Owner
1393,Camera Operator
1394,Photographer
1398,Editor
1399,Broadcast Reporter
1400,Broadcast Reporter
1401,Internet Reporter
1402,Editor
1404,Print Reporter
1407,Photographer
1408,Camera Operator
1409,Technician
1411,Editor
1413,Editor
1413,Print Reporter
1417,Broadcast Reporter
1418,Print Reporter
1419,Editor
1421,Photographer
1422,Editor
1422,Publisher/Owner
1424,Broadcast Reporter
1425,Internet Reporter
1425,Print Reporter
1426,Columnist/Commentator
1427,Print Reporter
1427,Columnist/Commentator
1428,Print Reporter
1429,Internet Reporter
1430,Broadcast Reporter
1432,Print Reporter
1435,Columnist/Commentator
1435,Internet Reporter
1436,Broadcast Reporter
1437,Camera Operator
1438,Broadcast Reporter
1439,Producer
1441,Print Reporter
1443,Publisher/Owner
1444,Print Reporter
1445,Print Reporter
1447,Publisher/Owner
1448,Print Reporter
1449,Print Reporter
1450,Editor
1450,Print Reporter
1453,Print Reporter
1454,Photographer
1455,Producer
1457,Internet Reporter
1459,Broadcast Reporter
1461,Columnist/Commentator
1463,Broadcast Reporter
1464,Editor
1465,Broadcast Reporter
1466,Camera Operator
1466,Photographer
1467,Editor
1467,Publisher/Owner
1468,Editor
1469,Camera Operator
1469,Photographer
1469,Internet Reporter
1469,Producer
1470,Columnist/Commentator
1471,Internet Reporter
1472,Print Reporter
1473,Photographer
1474,Editor
1475,Technician
1477,Photographer
1477,Internet Reporter
1478,Camera Operator
1479,Publisher/Owner
1480,Print Reporter
1481,Photographer
1481,Print Reporter
1483,Broadcast Reporter
1483,Internet Reporter
1484,Print Reporter
1485,Editor
1486,Columnist/Commentator
1487,Broadcast Reporter
1488,Editor
1489,Print Reporter
1490,Internet Reporter
1490,Print Reporter
1491,Broadcast Reporter
1492,Photographer
1493,Columnist/Commentator
1494,Camera Operator
1495,Photographer
1496,Columnist/Commentator
1496,Editor
1496,Print Reporter
1498,Camera Operator
1499,Editor
1500,Internet Reporter
1500,Print Reporter
1503,Internet Reporter
1504,Columnist/Commentator
1505,Broadcast Reporter
1506,Broadcast Reporter
1507,Print Reporter
1508,Columnist/Commentator
1508,Publisher/Owner
1510,Broadcast Reporter
1511,Technician
1512,Publisher/Owner
1513,Editor
1513,Internet Reporter
1513,Print Reporter
1514,Photographer
1515,Print Reporter
1516,Photographer
1518,Broadcast Reporter
1519,Print Reporter
1520,Editor
1521,Columnist/Commentator
1522,Photographer
1523,Photographer
1524,Technician
1525,Broadcast Reporter
1526,Photographer
1527,Internet Reporter
1527,Photographer
1528,Columnist/Commentator
1530,Editor
1532,Editor
1533,Broadcast Reporter
1533,Publisher/Owner
1534,Broadcast Reporter
1535,Publisher/Owner
1536,Internet Reporter
1536,Photographer
1538,Print Reporter
1540,Columnist/Commentator
1541,Print Reporter
1542,Internet Reporter
1543,Editor
1543,Internet Reporter
1543,Print Reporter
1544,Internet Reporter
1546,Print Reporter
1547,Print Reporter
1548,Internet Reporter
1549,Columnist/Commentator
1551,Publisher/Owner
1553,Publisher/Owner
1554,Print Reporter
1555,Broadcast Reporter
1555,Columnist/Commentator
1556,Print Reporter
1557,Publisher/Owner
1558,Broadcast Reporter
1559,Photographer
1560,Broadcast Reporter
1561,Print Reporter
1562,Editor
1562,Publisher/Owner
1563,Editor
1563,Internet Reporter
1563,Print Reporter
1564,Broadcast Reporter
1565,Editor
1566,Publisher/Owner
1567,Broadcast Reporter
1568,Print Reporter
1569,Editor
1570,Editor
1571,Broadcast Reporter
1571,Camera Operator
1571,Internet Reporter
1572,Publisher/Owner
1573,Photographer
1574,Photographer
1576,Print Reporter
1577,Broadcast Reporter
1578,Photographer
1580,Editor
1581,Editor
1582,Broadcast Reporter
1585,Publisher/Owner
1587,Print Reporter
1589,Broadcast Reporter
1590,Broadcast Reporter
1591,Columnist/Commentator
1592,Broadcast Reporter
1593,Camera Operator
1593,Internet Reporter
1595,Broadcast Reporter
1595,Print Reporter
1595,Publisher/Owner
1598,Columnist/Commentator
1599,Print Reporter
1602,Broadcast Reporter
1603,Columnist/Commentator
1604,Camera Operator
1605,Broadcast Reporter
1606,Broadcast Reporter
1606,Editor
1608,Columnist/Commentator
1610,Broadcast Reporter
1611,Publisher/Owner
1614,Photographer
1615,Publisher/Owner
1617,Print Reporter
1618,Editor
1622,Internet Reporter
1622,Print Reporter
1622,Publisher/Owner
1625,Publisher/Owner
1626,Print Reporter
1627,Broadcast Reporter
1627,Print Reporter
1627,Producer
1629,Editor
1629,Internet Reporter
1631,Columnist/Commentator
1632,Internet Reporter
1633,Producer
1635,Broadcast Reporter
1636,Print Reporter
1637,Print Reporter
1639,Print Reporter
1640,Print Reporter
1642,Broadcast Reporter
1644,Print Reporter
1647,Publisher/Owner
1648,Print Reporter
1649,Photographer
1652,Print Reporter
1653,Print Reporter
1654,Broadcast Reporter
1656,Print Reporter
1657,Technician
1658,Editor
1659,Print Reporter
1660,Internet Reporter
1661,Print Reporter
1662,Broadcast Reporter
1663,Print Reporter
1664,Columnist/Commentator
1665,Print Reporter
1666,Columnist/Commentator
1667,Print Reporter
1668,Print Reporter
1669,Print Reporter
1670,Photographer
1672,Photographer
1673,Broadcast Reporter
1674,Columnist/Commentator
1675,Photographer
1676,Camera Operator
1677,Broadcast Reporter
1678,Publisher/Owner
1679,Columnist/Commentator
1679,Internet Reporter
1679,Print Reporter
1680,Columnist/Commentator
1681,Print Reporter
1682,Print Reporter
1683,Print Reporter
1684,Print Reporter
1685,Internet Reporter
1686,Producer
1688,Camera Operator
1689,Editor
1689,Print Reporter
1690,Editor
1691,Publisher/Owner
1692,Broadcast Reporter
1693,Editor
1693,Internet Reporter
1694,Print Reporter
1695,Publisher/Owner
1696,Editor
1697,Photographer
1698,Print Reporter
1699,Editor
1700,Internet Reporter
1701,Camera Operator
1701,Photographer
1701,Internet Reporter
1702,Camera Operator
1702,Photographer
1703,Producer
1704,Producer
1705,Print Reporter
1706,Columnist/Commentator
1708,Camera Operator
1709,Producer
1710,Columnist/Commentator
1710,Internet Reporter
1711,Camera Operator
1711,Photographer
1712,Producer
1713,Camera Operator
1714,Camera Operator
1714,Photographer
1715,Columnist/Commentator
1715,Producer
1716,Broadcast Reporter
1716,Camera Operator
1717,Broadcast Reporter
1718,Photographer
1719,Camera Operator
1720,Editor
1721,Print Reporter
1722,Broadcast Reporter
1724,Broadcast Reporter
1725,Print Reporter
1726,Editor
1727,Editor
1728,Print Reporter
1729,Broadcast Reporter
1730,Broadcast Reporter
1731,Columnist/Commentator
1732,Print Reporter
1733,Camera Operator
1734,Editor
1737,Print Reporter
1739,Columnist/Commentator
1741,Editor
1742,Columnist/Commentator
1743,Print Reporter
1744,Internet Reporter
1745,Editor
1746,Broadcast Reporter
1747,Internet Reporter
1747,Publisher/Owner
1748,Columnist/Commentator
1749,Editor
1750,Print Reporter
1751,Columnist/Commentator
1752,Editor
1752,Internet Reporter
1752,Photographer
1752,Print Reporter
1753,Publisher/Owner
1754,Internet Reporter
1754,Photographer
1754,Print Reporter
1755,Print Reporter
1756,Print Reporter
1759,Editor
1760,Broadcast Reporter
1762,Columnist/Commentator
1764,Print Reporter
1765,Editor
1767,Columnist/Commentator
1767,Publisher/Owner
1768,Editor
1769,Editor
1770,Camera Operator
1773,Camera Operator
1774,Print Reporter
1775,Photographer
1776,Publisher/Owner
1777,Internet Reporter
1778,Columnist/Commentator
1778,Internet Reporter
1781,Internet Reporter
1782,Print Reporter
1783,Internet Reporter
1784,Internet Reporter
1785,Print Reporter
1786,Editor
1787,Print Reporter
1789,Internet Reporter
1790,Columnist/Commentator
1790,Broadcast Reporter
1791,Broadcast Reporter
1793,Internet Reporter
1794,Internet Reporter
1794,Columnist/Commentator
1795,Editor
1796,Print Reporter
1797,Broadcast Reporter
1799,Publisher/Owner
1800,Print Reporter
1801,Columnist/Commentator
1802,Editor
1803,Internet Reporter
1804,Internet Reporter
1806,Internet Reporter
1807,Columnist/Commentator
1807,Print Reporter
1808,Internet Reporter
1809,Editor
1810,Broadcast Reporter
1811,Editor
1812,Broadcast Reporter
1814,Print Reporter
1814,Publisher/Owner
1815,Print Reporter
1816,Camera Operator
1818,Editor
1819,Print Reporter
1820,Editor
1821,Columnist/Commentator
1822,Editor
1822,Publisher/Owner
1823,Editor
1824,Columnist/Commentator
1825,Columnist/Commentator
1825,Print Reporter
1826,Columnist/Commentator
1827,Columnist/Commentator
1828,Internet Reporter
1829,Columnist/Commentator
1830,Internet Reporter
1831,Columnist/Commentator
1832,Columnist/Commentator
1833,Camera Operator
1834,Internet Reporter
1835,Editor
1837,Internet Reporter
1838,Columnist/Commentator
1839,Photographer
1839,Camera Operator
1840,Photographer
1841,Print Reporter
1842,Internet Reporter
1843,Columnist/Commentator
1844,Internet Reporter
1845,Photographer
1847,Columnist/Commentator
1849,Broadcast Reporter
1849,Producer
1849,Publisher/Owner
1852,Photographer
1854,Broadcast Reporter
1854,Print Reporter
1856,Photographer
1859,Print Reporter
1862,Photographer
1863,Columnist/Commentator
1864,Photographer
1864,Editor
1865,Print Reporter
1866,Columnist/Commentator
1867,Columnist/Commentator
1868,Internet Reporter
1868,Technician
1870,Internet Reporter
1871,Print Reporter
1871,Internet Reporter
1872,Print Reporter
1873,Columnist/Commentator
1873,Internet Reporter
1874,Columnist/Commentator
1875,Producer
1876,Print Reporter
1877,Print Reporter
1878,Photographer
1879,Editor
1880,Broadcast Reporter
1881,Print Reporter
1882,Photographer
1883,Print Reporter
1884,Broadcast Reporter
1885,Broadcast Reporter
1885,Publisher/Owner
1886,Editor
1887,Publisher/Owner
1888,Print Reporter
1889,Producer
1890,Columnist/Commentator
1890,Editor
1890,Producer
1891,Broadcast Reporter
1892,Broadcast Reporter
1893,Internet Reporter
1893,Producer
1894,Print Reporter
1895,Print Reporter
1896,Internet Reporter
1897,Camera Operator
1897,Internet Reporter
1897,Photographer
1898,Photographer
1899,Camera Operator
1901,Broadcast Reporter
1901,Producer
1902,Broadcast Reporter
1903,Columnist/Commentator
1904,Camera Operator
1905,Editor
1906,Broadcast Reporter
1907,Internet Reporter
1908,Print Reporter
1909,Camera Operator
1910,Editor
1910,Publisher/Owner
1911,Publisher/Owner
1912,Internet Reporter
1913,Print Reporter
1914,Internet Reporter
1915,Broadcast Reporter
1915,Internet Reporter
1916,Print Reporter
1917,Camera Operator
1917,Internet Reporter
1919,Editor
1920,Internet Reporter
1921,Print Reporter
1922,Columnist/Commentator
1923,Camera Operator
1925,Print Reporter
1926,Publisher/Owner
1927,Publisher/Owner
1928,Editor
1929,Print Reporter
1930,Broadcast Reporter
1931,Print Reporter
1932,Editor
1933,Editor
1934,Columnist/Commentator
1935,Internet Reporter
1936,Internet Reporter
1936,Print Reporter
1937,Publisher/Owner
1939,Broadcast Reporter
1939,Columnist/Commentator
1941,Print Reporter
1942,Editor
1943,Columnist/Commentator
1944,Print Reporter
1946,Editor
1947,Camera Operator
1953,Broadcast Reporter
1954,Publisher/Owner
1955,Broadcast Reporter
1955,Print Reporter
1956,Internet Reporter
1957,Editor
1958,Internet Reporter
1959,Print Reporter
1961,Columnist/Commentator
1962,Print Reporter
1963,Broadcast Reporter
1963,Print Reporter
1965,Publisher/Owner
1966,Print Reporter
1966,Internet Reporter
1968,Internet Reporter
1970,Photographer
1973,Broadcast Reporter
1973,Print Reporter
1974,Editor
1975,Camera Operator
1976,Columnist/Commentator
1977,Photographer
1978,Editor
1978,Publisher/Owner
1980,Publisher/Owner
1981,Print Reporter
1982,Columnist/Commentator
1983,Internet Reporter
1983,Print Reporter
1984,Columnist/Commentator
1984,Publisher/Owner
1985,Technician
1985,Print Reporter
1987,Internet Reporter
1988,Internet Reporter
1989,Editor
1989,Internet Reporter
1990,Broadcast Reporter
1991,Broadcast Reporter
1994,Print Reporter
1995,Print Reporter
1996,Editor
1997,Editor
1999,Editor
1999,Print Reporter
2000,Internet Reporter
2000,Print Reporter
2001,Broadcast Reporter
2001,Print Reporter
2001,Editor
2003,Editor
2003,Print Reporter
2003,Publisher/Owner
2004,Publisher/Owner
2005,Print Reporter
2006,Internet Reporter
2006,Print Reporter
2007,Internet Reporter
2010,Documentary Filmmaker
2014,Columnist/Commentator
2014,Internet Reporter
2015,Broadcast Reporter
2016,Broadcast Reporter
2017,Internet Reporter
2017,Print Reporter
2018,Editor
2019,Camera Operator
2020,Publisher/Owner
2022,Broadcast Reporter
2023,Camera Operator
2024,Internet Reporter
2025,Internet Reporter
2026,Print Reporter
2027,Broadcast Reporter
2027,Publisher/Owner
2028,Technician
2029,Editor
2031,Columnist/Commentator
2031,Editor
2031,Print Reporter
2031,Publisher/Owner
2032,Photographer
2033,Columnist/Commentator
2034,Columnist/Commentator
2035,Columnist/Commentator
2037,Internet Reporter
2038,Print Reporter
2039,Editor
2040,Print Reporter
2041,Columnist/Commentator
2041,Internet Reporter
2041,Print Reporter
2042,Print Reporter
2043,Editor
2044,Internet Reporter
2044,Photographer
2045,Broadcast Reporter
2045,Columnist/Commentator
2046,Print Reporter
2047,Editor
2048,Print Reporter
2049,Editor
2050,Editor
2053,Camera Operator
2054,Print Reporter
2055,Editor
2056,Broadcast Reporter
2057,Print Reporter
2058,Broadcast Reporter
2059,Editor
2061,Internet Reporter
2061,Photographer
2062,Editor
2062,Internet Reporter
2063,Editor
2064,Editor
2065,Editor
2066,Print Reporter
2068,Editor
2069,Print Reporter
2070,Editor
2071,Print Reporter
2073,Print Reporter
2074,Columnist/Commentator
2075,Broadcast Reporter
2076,Broadcast Reporter
2077,Columnist/Commentator
2077,Editor
2078,Editor
2079,Broadcast Reporter
2079,Photographer
2080,Photographer
2081,Internet Reporter
2081,Publisher/Owner
2082,Editor
2083,Editor
2084,Editor
2085,Publisher/Owner
2086,Print Reporter
2087,Camera Operator
2090,Print Reporter
2091,Camera Operator
2092,Columnist/Commentator
2094,Print Reporter
2095,Camera Operator
2095,Photographer
2096,Editor
2096,Print Reporter
2097,Editor
2098,Print Reporter
2099,Broadcast Reporter
2102,Print Reporter
2103,Columnist/Commentator
2103,Editor
2104,Camera Operator
2105,Publisher/Owner
2106,Editor
2107,Print Reporter
2107,Internet Reporter
2108,Broadcast Reporter
2109,Photographer
2112,Print Reporter
2113,Internet Reporter
2114,Editor
2116,Broadcast Reporter
2117,Columnist/Commentator
2119,Photographer
2120,Editor
2121,Broadcast Reporter
2122,Photographer
2123,Editor
2123,Internet Reporter
2124,Camera Operator
2125,Broadcast Reporter
2126,Internet Reporter
2127,Photographer
2128,Broadcast Reporter
2129,Print Reporter
2129,Publisher/Owner
2130,Photographer
2131,Publisher/Owner
2132,Internet Reporter
2133,Print Reporter
2134,Broadcast Reporter
2134,Editor
2135,Columnist/Commentator
2136,Photographer
2137,Camera Operator
2137,Editor
2137,Internet Reporter
2137,Photographer
2139,Broadcast Reporter
2139,Producer
2140,Camera Operator
2141,Print Reporter
2142,Print Reporter
2143,Print Reporter
2144,Broadcast Reporter
2145,Broadcast Reporter
2145,Editor
2146,Publisher/Owner
2147,Print Reporter
2148,Broadcast Reporter
2149,Print Reporter
2150,Print Reporter
2151,Broadcast Reporter
2151,Camera Operator
2152,Broadcast Reporter
2153,Internet Reporter
2154,Print Reporter
2155,Broadcast Reporter
2156,Internet Reporter
2157,Camera Operator
2158,Internet Reporter
2159,Camera Operator
2161,Editor
2161,Internet Reporter
2161,Publisher/Owner
2162,Internet Reporter
2162,Producer
2162,Publisher/Owner
2163,Internet Reporter
2164,Broadcast Reporter
2165,Camera Operator
2165,Internet Reporter
2165,Photographer
2165,Print Reporter
2166,Camera Operator
2167,Broadcast Reporter
2168,Columnist/Commentator
2168,Internet Reporter
2168,Print Reporter
2169,Editor
2170,Editor
2171,Camera Operator
2172,Editor
2173,Broadcast Reporter
2174,Broadcast Reporter
2175,Internet Reporter
2176,Camera Operator
2178,Camera Operator
2179,Internet Reporter
2180,Editor
2181,Documentary Filmmaker
2181,Internet Reporter
2182,Columnist/Commentator
2183,Print Reporter
2184,Editor
2185,Columnist/Commentator
2186,Broadcast Reporter
2187,Camera Operator
2189,Editor
2190,Technician
2191,Internet Reporter
2194,Photographer
2195,Broadcast Reporter
2196,Internet Reporter
2197,Internet Reporter
2197,Print Reporter
2198,Print Reporter
2199,Internet Reporter
2199,Broadcast Reporter
2200,Editor
2201,Broadcast Reporter
2202,Photographer
2202,Internet Reporter
2203,Camera Operator
2203,Photographer
2203,Internet Reporter
2204,Camera Operator
2205,Editor
2206,Print Reporter
2207,Broadcast Reporter
2207,Camera Operator
2208,Broadcast Reporter
2209,Broadcast Reporter
2210,Internet Reporter
2211,Broadcast Reporter
2212,Broadcast Reporter
2213,Print Reporter
2214,Editor
2215,Broadcast Reporter
2216,Editor
2217,Photographer
2217,Editor
2217,Internet Reporter
2218,Editor
2219,Editor
2221,Camera Operator
2222,Camera Operator
2223,Editor
2224,Camera Operator
2224,Internet Reporter
2224,Publisher/Owner
2225,Broadcast Reporter
2226,Columnist/Commentator
2227,Publisher/Owner
2228,Broadcast Reporter
2229,Editor
2230,Broadcast Reporter
2231,Print Reporter
2232,Broadcast Reporter
2233,Producer
2235,Columnist/Commentator
2236,Documentary Filmmaker
2237,Internet Reporter
2238,Broadcast Reporter
2239,Photographer
2240,Camera Operator
2240,Photographer
2240,Producer
2241,Editor
2242,Editor
2242,Print Reporter
2243,Broadcast Reporter
2244,Print Reporter
2245,Editor
2246,Columnist/Commentator
2247,Internet Reporter
2247,Print Reporter
2248,Photographer
2249,Editor
2250,Internet Reporter
2251,Publisher/Owner
2252,Internet Reporter
2252,Editor
2253,Publisher/Owner
2254,Internet Reporter
2254,Producer
2255,Broadcast Reporter
2255,Photographer
2255,Internet Reporter
2256,Camera Operator
2257,Broadcast Reporter
2258,Broadcast Reporter
2259,Print Reporter
2260,Broadcast Reporter
2261,Editor
2262,Print Reporter
2263,Columnist/Commentator
2264,Broadcast Reporter
2264,Camera Operator
2264,Photographer
2264,Producer
2266,Editor
2267,Broadcast Reporter
2267,Editor
2267,Producer
2268,Camera Operator
2269,Editor
2270,Internet Reporter
2271,Camera Operator
2271,Editor
2271,Internet Reporter
2273,Camera Operator
2273,Internet Reporter
2274,Print Reporter
2275,Print Reporter
2277,Internet Reporter
2279,Broadcast Reporter
2279,Camera Operator
2280,Print Reporter
2281,Print Reporter
2282,Publisher/Owner
2283,Broadcast Reporter
2283,Camera Operator
2283,Photographer
2284,Broadcast Reporter
2284,Producer
2285,Editor
2286,Internet Reporter
2286,Print Reporter
2287,Broadcast Reporter
2288,Broadcast Reporter
2289,Editor
2290,Photographer
2291,Broadcast Reporter
2292,Broadcast Reporter
2293,Editor
2295,Camera Operator
2296,Broadcast Reporter
2296,Print Reporter
2297,Broadcast Reporter
2298,Columnist/Commentator
2299,Columnist/Commentator
2299,Editor
2299,Publisher/Owner
2300,Print Reporter
2301,Editor
2302,Editor
2303,Photographer
2303,Editor
2304,Columnist/Commentator
2305,Columnist/Commentator
2306,Broadcast Reporter
2306,Print Reporter
2307,Print Reporter
2308,Editor
2309,Broadcast Reporter
2310,Camera Operator
2310,Photographer
2311,Broadcast Reporter
2311,Print Reporter
2312,Broadcast Reporter
2313,Camera Operator
2313,Photographer
2314,Producer
2315,Internet Reporter
2316,Print Reporter
2317,Columnist/Commentator
2318,Editor
2318,Publisher/Owner
2319,Editor
2320,Editor
2320,Internet Reporter
2320,Print Reporter
2321,Editor
2322,Print Reporter
2323,Columnist/Commentator
2324,Print Reporter
2325,Publisher/Owner
2326,Print Reporter
2327,Camera Operator
2328,Broadcast Reporter
2329,Broadcast Reporter
2330,Internet Reporter
2330,Print Reporter
2331,Print Reporter
2332,Internet Reporter
2333,Camera Operator
2334,Editor
2335,Internet Reporter
2335,Print Reporter
2336,Internet Reporter
2338,Producer
2339,Broadcast Reporter
2339,Print Reporter
2340,Editor
2342,Columnist/Commentator
2344,Editor
2345,Editor
2346,Producer
2347,Editor
2347,Internet Reporter
2348,Print Reporter
2349,Columnist/Commentator
2350,Broadcast Reporter
2351,Print Reporter
2352,Producer
2352,Broadcast Reporter
2353,Columnist/Commentator
2354,Internet Reporter
2355,Print Reporter
2356,Editor
2357,Broadcast Reporter
2358,Internet Reporter
2359,Editor
2360,Broadcast Reporter
2361,Print Reporter
2362,Print Reporter
2363,Editor
2364,Editor
2364,Producer
2365,Print Reporter
2366,Photographer
2367,Broadcast Reporter
2370,Broadcast Reporter
2371,Editor
2372,Editor
2373,Internet Reporter
2374,Editor
2375,Publisher/Owner
2376,Broadcast Reporter
2376,Print Reporter
2377,Print Reporter
2378,Columnist/Commentator
2379,Editor
2379,Internet Reporter
2380,Broadcast Reporter
2380,Print Reporter
2381,Broadcast Reporter
2381,Print Reporter
2382,Print Reporter
2383,Print Reporter
2385,Editor
2386,Internet Reporter
2387,Editor
2388,Print Reporter
2389,Broadcast Reporter
2389,Camera Operator
2390,Internet Reporter
2391,Print Reporter
2392,Technician
2394,Broadcast Reporter
2396,Internet Reporter
2397,Editor
2398,Columnist/Commentator
2399,Broadcast Reporter
2399,Print Reporter
2400,Camera Operator
2401,Print Reporter
2402,Editor
2403,Print Reporter
2404,Broadcast Reporter
2405,Broadcast Reporter
2406,Editor
2407,Print Reporter
2408,Publisher/Owner
2409,Internet Reporter
2409,Photographer
2410,Print Reporter
2411,Print Reporter
2412,Columnist/Commentator
2413,Broadcast Reporter
2421,Editor
2421,Print Reporter
2422,Internet Reporter
2422,Camera Operator
2423,Print Reporter
2424,Publisher/Owner
2425,Print Reporter
2426,Columnist/Commentator
2426,Print Reporter
2426,Publisher/Owner
2427,Internet Reporter
2428,Editor
2429,Internet Reporter
2430,Internet Reporter
2431,Internet Reporter
2432,Columnist/Commentator
2433,Editor
2434,Internet Reporter
2434,Print Reporter
2436,Internet Reporter
2437,Columnist/Commentator
2437,Internet Reporter
2438,Camera Operator
2438,Internet Reporter
2439,Print Reporter
2441,Print Reporter
2442,Print Reporter
2444,Editor
2445,Columnist/Commentator
2446,Camera Operator
2447,Columnist/Commentator
2447,Publisher/Owner
2450,Broadcast Reporter
2451,Publisher/Owner
2453,Editor
2454,Internet Reporter
2455,Editor
2455,Publisher/Owner
2455,Internet Reporter
2455,Print Reporter
2456,Broadcast Reporter
2457,Internet Reporter
2459,Internet Reporter
2460,Broadcast Reporter
2461,Print Reporter
2462,Editor
2463,Photographer
2464,Internet Reporter
2465,Editor
2467,Columnist/Commentator
2467,Photographer
2468,Broadcast Reporter
2468,Print Reporter
2469,Internet Reporter
2471,Print Reporter
2472,Camera Operator
2473,Editor
2474,Internet Reporter
2475,Print Reporter
2475,Internet Reporter
2477,Publisher/Owner
2478,Producer
2479,Broadcast Reporter
2480,Print Reporter
2481,Columnist/Commentator
2481,Editor
2482,Producer
2483,Camera Operator
2483,Producer
2483,Technician
2484,Print Reporter
2485,Broadcast Reporter
2485,Photographer
2485,Internet Reporter
2486,Editor
2487,Camera Operator
2488,Print Reporter
2489,Editor
2490,Editor
2490,Internet Reporter
2491,Broadcast Reporter
2492,Print Reporter
2493,Print Reporter
2494,Publisher/Owner
2495,Columnist/Commentator
2495,Editor
2497,Editor
2498,Columnist/Commentator
2499,Editor
2500,Broadcast Reporter
2500,Columnist/Commentator
2502,Camera Operator
2502,Photographer
2502,Internet Reporter
2503,Print Reporter
2504,Camera Operator
2504,Broadcast Reporter
2505,Internet Reporter
2506,Editor
2507,Print Reporter
2508,Broadcast Reporter
2509,Print Reporter
2510,Publisher/Owner
2511,Internet Reporter
2514,Publisher/Owner
2514,Columnist/Commentator
2516,Producer
2517,Editor
2518,Columnist/Commentator
2519,Broadcast Reporter
2520,Camera Operator
2521,Photographer
2522,Publisher/Owner
2523,Editor
2524,Photographer
2525,Camera Operator
2526,Technician
2527,Broadcast Reporter
2527,Internet Reporter
2528,Columnist/Commentator
2528,Editor
2529,Editor
2530,Broadcast Reporter
2531,Publisher/Owner
2532,Print Reporter
2533,Editor
2533,Internet Reporter
2533,Publisher/Owner
2534,Editor
2535,Photographer
2536,Internet Reporter
2537,Editor
2538,Publisher/Owner
2539,Columnist/Commentator
2540,Camera Operator
2542,Broadcast Reporter
2543,Columnist/Commentator
2543,Editor
2545,Editor
2545,Print Reporter
2546,Camera Operator
2547,Camera Operator
2547,Photographer
2548,Broadcast Reporter
2548,Camera Operator
2550,Photographer
2551,Camera Operator
2551,Photographer
2553,Print Reporter
2554,Print Reporter
2556,Internet Reporter
2556,Print Reporter
2558,Internet Reporter
2558,Print Reporter
2559,Internet Reporter
2560,Internet Reporter
2560,Photographer
2560,Print Reporter
2561,Editor
2561,Publisher/Owner
2562,Print Reporter
2564,Internet Reporter
2565,Publisher/Owner
2566,Editor
2567,Editor
2568,Print Reporter
2569,Camera Operator
2570,Camera Operator
2572,Print Reporter
2573,Print Reporter
2575,Publisher/Owner
2576,Columnist/Commentator
2577,Print Reporter
2581,Editor
2582,Print Reporter
2583,Broadcast Reporter
2585,Internet Reporter
2585,Print Reporter
2587,Producer
2588,Editor
2589,Columnist/Commentator
2589,Editor
2590,Columnist/Commentator
2592,Publisher/Owner
2594,Publisher/Owner
2596,Internet Reporter
2596,Publisher/Owner
2597,Camera Operator
2598,Photographer
2599,Editor
2600,Broadcast Reporter
2601,Editor
2602,Editor
2603,Camera Operator
2604,Columnist/Commentator
2604,Internet Reporter
2607,Broadcast Reporter
2608,Internet Reporter
2609,Print Reporter
2610,Camera Operator
2611,Broadcast Reporter
2611,Internet Reporter
2612,Photographer
2613,Columnist/Commentator
2614,Publisher/Owner
2615,Broadcast Reporter
2616,Internet Reporter
2616,Print Reporter
2617,Publisher/Owner
2619,Producer
2620,Producer
2621,Producer
2622,Internet Reporter
2623,Broadcast Reporter
2623,Camera Operator
2624,Broadcast Reporter
2626,Broadcast Reporter
2626,Producer
2628,Broadcast Reporter
2629,Internet Reporter
2631,Internet Reporter
2632,Internet Reporter
2633,Internet Reporter
2634,Columnist/Commentator
2636,Columnist/Commentator
2637,Internet Reporter
2638,Print Reporter
2639,Internet Reporter
2640,Internet Reporter
2641,Editor
2642,Print Reporter
2643,Columnist/Commentator
2644,Broadcast Reporter
2644,Internet Reporter
2644,Print Reporter
2645,Broadcast Reporter
2646,Broadcast Reporter
2648,Print Reporter
2649,Editor
2650,Print Reporter
2651,Editor
2652,Editor
2655,Editor
2656,Internet Reporter
2656,Print Reporter
2658,Photographer
2659,Print Reporter
2660,Print Reporter
2661,Broadcast Reporter
2662,Print Reporter
2663,Broadcast Reporter
2665,Internet Reporter
2666,Camera Operator
2666,Editor
2666,Broadcast Reporter
2667,Print Reporter
2669,Columnist/Commentator
2669,Editor
2669,Internet Reporter
2670,Internet Reporter
2670,Print Reporter
2671,Columnist/Commentator
2672,Publisher/Owner
2673,Editor
2674,Columnist/Commentator
2675,Broadcast Reporter
2676,Editor
2677,Editor
2678,Broadcast Reporter
2681,Broadcast Reporter
2681,Editor
2683,Camera Operator
2684,Broadcast Reporter
2685,Broadcast Reporter
2686,Print Reporter
2686,Publisher/Owner
2688,Publisher/Owner
2689,Broadcast Reporter
2689,Producer
2690,Photographer
2691,Columnist/Commentator
2691,Internet Reporter
2693,Print Reporter
2695,Editor
2696,Internet Reporter
2698,Print Reporter
2699,Print Reporter
2700,Broadcast Reporter
2700,Camera Operator
2701,Print Reporter
2702,Editor
2703,Print Reporter
2704,Print Reporter
2705,Editor
2706,Editor
2707,Broadcast Reporter
2708,Photographer
2709,Camera Operator
2710,Camera Operator
2711,Producer
2712,Camera Operator
2713,Broadcast Reporter
2713,Internet Reporter
2714,Broadcast Reporter
2715,Broadcast Reporter
2717,Editor
2718,Camera Operator
