J_Id,job
2719,Internet Reporter
2720,Broadcast Reporter
2722,Editor
2723,Columnist/Commentator
2724,Publisher/Owner
2725,Editor
2726,Broadcast Reporter
2728,Editor
2728,Internet Reporter
2728,Print Reporter
2729,Print Reporter
2730,Columnist/Commentator
2730,Internet Reporter
2731,Print Reporter
2732,Print Reporter
2733,Broadcast Reporter
2733,Camera Operator
2733,Print Reporter
2734,Print Reporter
2736,Columnist/Commentator
2737,Internet Reporter
2738,Print Reporter
2739,Print Reporter
2740,Internet Reporter
2741,Columnist/Commentator
2742,Print Reporter
2743,Editor
2744,Editor
2745,Photographer
2747,Columnist/Commentator
2748,Publisher/Owner
2748,Camera Operator
2748,Documentary Filmmaker
2748,Internet Reporter
2748,Producer
2749,Editor
2750,Editor
2750,Internet Reporter
2751,Broadcast Reporter
2753,Editor
2753,Publisher/Owner
2754,Print Reporter
2756,Broadcast Reporter
2757,Editor
2759,Editor
2761,Publisher/Owner
2762,Camera Operator
2763,Broadcast Reporter
2764,Editor
2765,Broadcast Reporter
2766,Print Reporter
2768,Print Reporter
2769,Columnist/Commentator
2769,Editor
2770,Broadcast Reporter
2773,Editor
2775,Columnist/Commentator
2776,Print Reporter
2777,Photographer
2780,Broadcast Reporter
2780,Camera Operator
2781,Broadcast Reporter
2783,Print Reporter
2784,Broadcast Reporter
2784,Print Reporter
2785,Columnist/Commentator
2788,Broadcast Reporter
2789,Internet Reporter
2791,Editor
2791,Print Reporter
2792,Columnist/Commentator
2793,Broadcast Reporter
2794,Columnist/Commentator
2797,Internet Reporter
2798,Print Reporter
2799,Print Reporter
2800,Publisher/Owner
2801,Broadcast Reporter
2801,Columnist/Commentator
2802,Internet Reporter
2803,Print Reporter
2804,Columnist/Commentator
2804,Editor
2804,Internet Reporter
2804,Publisher/Owner
2805,Camera Operator
2807,Print Reporter
2808,Editor
2809,Columnist/Commentator
2811,Print Reporter
2812,Broadcast Reporter
2812,Print Reporter
2813,Photographer
2815,Print Reporter
2816,Editor
2817,Print Reporter
2818,Internet Reporter
2819,Print Reporter
2820,Photographer
2822,Camera Operator
2823,Camera Operator
2825,Internet Reporter
2826,Print Reporter
2827,Broadcast Reporter
2827,Editor
2827,Internet Reporter
2828,Broadcast Reporter
2829,Producer
2830,Print Reporter
2831,Internet Reporter
2831,Print Reporter
2832,Photographer
2832,Print Reporter
2833,Publisher/Owner
2834,Editor
2835,Photographer
2835,Internet Reporter
2836,Print Reporter
2837,Publisher/Owner
2838,Internet Reporter
2838,Photographer
2839,Print Reporter
2840,Camera Operator
2841,Internet Reporter
2842,Editor
2843,Editor
2844,Editor
2844,Internet Reporter
2845,Columnist/Commentator
2846,Internet Reporter
2847,Internet Reporter
2847,Print Reporter
2848,Photographer
2849,Broadcast Reporter
2850,Camera Operator
2851,Camera Operator
2852,Broadcast Reporter
2853,Print Reporter
2855,Print Reporter
2857,Columnist/Commentator
2858,Print Reporter
2859,Editor
2859,Print Reporter
2859,Publisher/Owner
2860,Broadcast Reporter
2860,Internet Reporter
2860,Print Reporter
2861,Print Reporter
2862,Editor
2863,Editor
2864,Publisher/Owner
2865,Broadcast Reporter
2866,Editor
2866,Publisher/Owner
2867,Broadcast Reporter
2869,Editor
2869,Publisher/Owner
2871,Technician
2872,Broadcast Reporter
2873,Broadcast Reporter
2874,Editor
2874,Publisher/Owner
2875,Internet Reporter
2876,Print Reporter
2877,Print Reporter
2878,Editor
2879,Columnist/Commentator
2880,Publisher/Owner
2881,Editor
2882,Internet Reporter
2883,Editor
2884,Print Reporter
2885,Internet Reporter
2885,Print Reporter
2886,Columnist/Commentator
2886,Internet Reporter
2887,Broadcast Reporter
2888,Broadcast Reporter
2888,Print Reporter
2889,Photographer
2890,Camera Operator
2891,Camera Operator
2892,Columnist/Commentator
2893,Editor
2893,Producer
2894,Broadcast Reporter
2895,Internet Reporter
2896,Publisher/Owner
2897,Editor
2898,Print Reporter
2899,Print Reporter
2900,Photographer
2901,Print Reporter
2902,Broadcast Reporter
2902,Publisher/Owner
2903,Producer
2905,Print Reporter
2906,Broadcast Reporter
2907,Print Reporter
2908,Camera Operator
2908,Photographer
2909,Broadcast Reporter
2909,Internet Reporter
2910,Internet Reporter
2911,Broadcast Reporter
2912,Photographer
2912,Internet Reporter
2913,Camera Operator
2914,Internet Reporter
2916,Broadcast Reporter
2917,Camera Operator
2918,Columnist/Commentator
2919,Columnist/Commentator
2920,Editor
2921,Editor
2924,Photographer
2925,Editor
2928,Columnist/Commentator
2928,Publisher/Owner
2929,Broadcast Reporter
2931,Broadcast Reporter
2932,Print Reporter
2933,Print Reporter
2935,Broadcast Reporter
2936,Camera Operator
2937,Broadcast Reporter
2938,Photographer
2938,Print Reporter
2939,Print Reporter
2940,Broadcast Reporter
2940,Internet Reporter
2941,Photographer
2942,Editor
2942,Columnist/Commentator
2943,Internet Reporter
2943,Print Reporter
2944,Broadcast Reporter
2945,Internet Reporter
2947,Columnist/Commentator
2947,Editor
2948,Internet Reporter
2948,Print Reporter
2949,Print Reporter
2950,Internet Reporter
2951,Columnist/Commentator
2951,Photographer
2952,Photographer
2954,Internet Reporter
2955,Print Reporter
2955,Internet Reporter
2956,Print Reporter
2957,Print Reporter
2958,Broadcast Reporter
2959,Editor
2960,Print Reporter
2963,Internet Reporter
2964,Internet Reporter
2965,Editor
2966,Editor
2966,Print Reporter
2967,Publisher/Owner
2968,Publisher/Owner
2969,Editor
2970,Print Reporter
2971,Print Reporter
2972,Editor
2973,Editor
2974,Camera Operator
2976,Columnist/Commentator
2977,Publisher/Owner
2978,Broadcast Reporter
2978,Editor
2979,Editor
2981,Editor
2981,Internet Reporter
2984,Technician
2985,Internet Reporter
2988,Print Reporter
2989,Photographer
2990,Publisher/Owner
2991,Editor
2991,Publisher/Owner
2993,Print Reporter
2994,Columnist/Commentator
2995,Technician
2996,Internet Reporter
2996,Print Reporter
2997,Internet Reporter
2997,Print Reporter
2998,Columnist/Commentator
2999,Broadcast Reporter
2999,Photographer
2999,Print Reporter
3000,Publisher/Owner
3001,Internet Reporter
3001,Print Reporter
3002,Camera Operator
3002,Editor
3002,Internet Reporter
3002,Photographer
3003,Internet Reporter
3005,Photographer
3006,Print Reporter
3008,Photographer
3009,Print Reporter
3010,Photographer
3010,Internet Reporter
3011,Columnist/Commentator
3011,Publisher/Owner
3013,Camera Operator
3014,Print Reporter
3015,Broadcast Reporter
3015,Print Reporter
3016,Broadcast Reporter
3017,Publisher/Owner
3019,Broadcast Reporter
3020,Print Reporter
3022,Broadcast Reporter
3025,Editor
3026,Camera Operator
3027,Print Reporter
3028,Producer
3029,Publisher/Owner
3030,Editor
3031,Print Reporter
3032,Print Reporter
3033,Broadcast Reporter
3034,Editor
3035,Print Reporter
3036,Broadcast Reporter
3037,Internet Reporter
3038,Editor
3040,Broadcast Reporter
3041,Broadcast Reporter
3041,Print Reporter
3042,Internet Reporter
3043,Photographer
3044,Editor
3044,Print Reporter
3047,Print Reporter
3048,Internet Reporter
3048,Print Reporter
3049,Editor
3051,Print Reporter
3052,Camera Operator
3053,Broadcast Reporter
3054,Camera Operator
3054,Photographer
3055,Publisher/Owner
3056,Editor
3056,Internet Reporter
3057,Publisher/Owner
3058,Editor
3060,Print Reporter
3061,Print Reporter
3062,Publisher/Owner
3064,Print Reporter
3065,Print Reporter
3066,Camera Operator
3066,Internet Reporter
3067,Publisher/Owner
3068,Internet Reporter
3069,Print Reporter
3070,Producer
3071,Broadcast Reporter
3072,Print Reporter
3073,Print Reporter
3074,Broadcast Reporter
3074,Internet Reporter
3075,Print Reporter
3076,Editor
3077,Broadcast Reporter
3077,Internet Reporter
3078,Broadcast Reporter
3078,Camera Operator
3078,Documentary Filmmaker
3078,Internet Reporter
3078,Producer
3079,Broadcast Reporter
3080,Publisher/Owner
3081,Print Reporter
3082,Editor
3083,Editor
3084,Print Reporter
3085,Print Reporter
3086,Editor
3087,Publisher/Owner
3088,Internet Reporter
3088,Photographer
3089,Columnist/Commentator
3089,Publisher/Owner
3090,Print Reporter
3092,Broadcast Reporter
3092,Editor
3093,Columnist/Commentator
3093,Internet Reporter
3094,Print Reporter
3095,Publisher/Owner
3096,Camera Operator
3097,Broadcast Reporter
3097,Columnist/Commentator
3098,Editor
3099,Camera Operator
3101,Editor
3103,Internet Reporter
3103,Print Reporter
3104,Print Reporter
3105,Publisher/Owner
3106,Print Reporter
3107,Print Reporter
3109,Camera Operator
3109,Producer
3110,Editor
3110,Print Reporter
3110,Publisher/Owner
3111,Print Reporter
3112,Print Reporter
3113,Camera Operator
3114,Broadcast Reporter
3115,Broadcast Reporter
3115,Editor
3116,Editor
3117,Print Reporter
3119,Print Reporter
3120,Columnist/Commentator
3120,Editor
3122,Columnist/Commentator
3123,Print Reporter
3125,Distributor
3126,Print Reporter
3128,Technician
3129,Internet Reporter
3132,Broadcast Reporter
3132,Editor
3133,Technician
3134,Internet Reporter
3135,Editor
3137,Photographer
3137,Internet Reporter
3138,Editor
3138,Publisher/Owner
3139,Print Reporter
3140,Print Reporter
3141,Camera Operator
3142,Camera Operator
3144,Camera Operator
3144,Photographer
3145,Internet Reporter
3146,Editor
3147,Print Reporter
3148,Camera Operator
3149,Editor
3149,Publisher/Owner
3150,Print Reporter
3151,Editor
3152,Internet Reporter
3153,Columnist/Commentator
3154,Columnist/Commentator
3155,Columnist/Commentator
3155,Publisher/Owner
3156,Editor
3157,Camera Operator
3158,Broadcast Reporter
3159,Camera Operator
3161,Broadcast Reporter
3161,Print Reporter
3162,Print Reporter
3163,Editor
3164,Print Reporter
3165,Editor
3166,Broadcast Reporter
3167,Columnist/Commentator
3167,Editor
3168,Print Reporter
3169,Editor
3170,Editor
3171,Print Reporter
3172,Columnist/Commentator
3173,Broadcast Reporter
3174,Editor
3174,Print Reporter
3175,Broadcast Reporter
3176,Publisher/Owner
3178,Print Reporter
3179,Print Reporter
3179,Editor
3181,Broadcast Reporter
3182,Print Reporter
3182,Editor
3183,Editor
3184,Internet Reporter
3185,Publisher/Owner
3186,Broadcast Reporter
3187,Columnist/Commentator
3187,Print Reporter
3188,Editor
3190,Editor
3191,Print Reporter
3192,Editor
3193,Editor
3194,Broadcast Reporter
3194,Camera Operator
3194,Print Reporter
3195,Broadcast Reporter
3196,Print Reporter
3196,Broadcast Reporter
3197,Columnist/Commentator
3197,Publisher/Owner
3198,Camera Operator
3199,Editor
3200,Broadcast Reporter
3201,Editor
3202,Camera Operator
3202,Photographer
3203,Editor
3203,Publisher/Owner
3204,Print Reporter
3205,Editor
3206,Broadcast Reporter
3206,Print Reporter
3206,Publisher/Owner
3208,Columnist/Commentator
3208,Internet Reporter
3209,Print Reporter
3211,Camera Operator
3212,Print Reporter
3213,Editor
3214,Photographer
3215,Broadcast Reporter
3216,Publisher/Owner
3218,Broadcast Reporter
3220,Columnist/Commentator
3222,Editor
3223,Print Reporter
3224,Editor
3225,Print Reporter
3226,Editor
3226,Internet Reporter
3227,Columnist/Commentator
3228,Internet Reporter
3228,Print Reporter
3228,Publisher/Owner
3229,Internet Reporter
3231,Editor
3232,Columnist/Commentator
3232,Internet Reporter
3233,Publisher/Owner
3234,Broadcast Reporter
3234,Camera Operator
3234,Internet Reporter
3234,Photographer
3236,Editor
3236,Internet Reporter
3236,Print Reporter
3237,Editor
3238,Internet Reporter
3238,Print Reporter
3239,Print Reporter
3240,Editor
3241,Editor
3242,Camera Operator
3242,Photographer
3242,Publisher/Owner
3243,Editor
3244,Editor
3245,Columnist/Commentator
3246,Editor
3247,Photographer
3248,Print Reporter
3249,Columnist/Commentator
3250,Print Reporter
3251,Internet Reporter
3251,Publisher/Owner
3251,Editor
3252,Editor
3253,Internet Reporter
3253,Print Reporter
3254,Print Reporter
3255,Camera Operator
3256,Editor
3257,Broadcast Reporter
3258,Print Reporter
3259,Camera Operator
3259,Photographer
3260,Print Reporter
3261,Publisher/Owner
3262,Internet Reporter
3262,Photographer
3264,Print Reporter
3266,Editor
3267,Print Reporter
3268,Columnist/Commentator
3268,Print Reporter
3269,Internet Reporter
3269,Print Reporter
3272,Print Reporter
3273,Editor
3275,Columnist/Commentator
3277,Print Reporter
3279,Internet Reporter
3281,Editor
3282,Columnist/Commentator
3283,Camera Operator
3283,Photographer
3284,Editor
3285,Print Reporter
3286,Print Reporter
3287,Columnist/Commentator
3287,Publisher/Owner
3288,Producer
3288,Publisher/Owner
3290,Print Reporter
3292,Camera Operator
3292,Photographer
3293,Publisher/Owner
3294,Print Reporter
3294,Editor
3295,Editor
3296,Print Reporter
3297,Producer
3298,Broadcast Reporter
3300,Print Reporter
3301,Print Reporter
3303,Print Reporter
3304,Broadcast Reporter
3305,Camera Operator
3307,Internet Reporter
3308,Broadcast Reporter
3308,Editor
3309,Broadcast Reporter
3310,Editor
3312,Columnist/Commentator
3312,Internet Reporter
3313,Print Reporter
3314,Editor
3314,Print Reporter
3315,Print Reporter
3316,Editor
3317,Photographer
3318,Photographer
3319,Print Reporter
3321,Print Reporter
3322,Print Reporter
3323,Photographer
3324,Publisher/Owner
3326,Internet Reporter
3326,Print Reporter
3328,Camera Operator
3329,Print Reporter
3331,Print Reporter
3333,Internet Reporter
3333,Photographer
3333,Print Reporter
3334,Editor
3335,Broadcast Reporter
3336,Internet Reporter
3336,Photographer
3337,Camera Operator
3338,Camera Operator
3338,Photographer
3340,Editor
3342,Broadcast Reporter
3342,Publisher/Owner
3343,Broadcast Reporter
3344,Technician
3345,Publisher/Owner
3346,Photographer
3347,Broadcast Reporter
3349,Camera Operator
3349,Photographer
3350,Publisher/Owner
3351,Editor
3351,Print Reporter
3352,Columnist/Commentator
3353,Editor
3355,Editor
3355,Publisher/Owner
3356,Internet Reporter
3357,Internet Reporter
3358,Print Reporter
3359,Editor
3360,Columnist/Commentator
3361,Editor
3362,Internet Reporter
3363,Print Reporter
3364,Columnist/Commentator
3365,Columnist/Commentator
3366,Camera Operator
3366,Photographer
3366,Internet Reporter
3367,Internet Reporter
3369,Broadcast Reporter
3370,Broadcast Reporter
3370,Internet Reporter
3371,Editor
3371,Columnist/Commentator
3372,Editor
3372,Internet Reporter
3373,Internet Reporter
3374,Editor
3375,Internet Reporter
3375,Print Reporter
3378,Photographer
3379,Broadcast Reporter
3381,Broadcast Reporter
3382,Internet Reporter
3383,Photographer
3384,Editor
3385,Editor
3386,Camera Operator
3387,Publisher/Owner
3388,Broadcast Reporter
3390,Editor
3392,Editor
3393,Editor
3394,Editor
3395,Editor
3396,Editor
3397,Columnist/Commentator
3397,Editor
3398,Print Reporter
3399,Columnist/Commentator
3399,Editor
3400,Columnist/Commentator
3401,Publisher/Owner
3402,Editor
3403,Print Reporter
3404,Publisher/Owner
3406,Internet Reporter
3406,Print Reporter
3407,Editor
3407,Print Reporter
3408,Editor
3409,Print Reporter
3410,Internet Reporter
3410,Print Reporter
3411,Columnist/Commentator
3413,Columnist/Commentator
3413,Publisher/Owner
3414,Print Reporter
3415,Columnist/Commentator
3416,Columnist/Commentator
3417,Print Reporter
3418,Publisher/Owner
3419,Columnist/Commentator
3420,Columnist/Commentator
3421,Internet Reporter
3422,Editor
3422,Internet Reporter
3423,Columnist/Commentator
3424,Publisher/Owner
3426,Camera Operator
3427,Broadcast Reporter
3428,Print Reporter
3430,Camera Operator
3430,Photographer
3430,Producer
3431,Print Reporter
3433,Broadcast Reporter
3434,Broadcast Reporter
3435,Editor
3436,Camera Operator
3437,Columnist/Commentator
3437,Internet Reporter
3437,Print Reporter
3438,Print Reporter
3439,Print Reporter
3440,Columnist/Commentator
3441,Editor
3442,Print Reporter
3445,Editor
3447,Print Reporter
3448,Publisher/Owner
3449,Broadcast Reporter
3450,Broadcast Reporter
3451,Editor
3453,Print Reporter
3454,Broadcast Reporter
3455,Print Reporter
3456,Broadcast Reporter
3456,Camera Operator
3457,Editor
3457,Internet Reporter
3458,Broadcast Reporter
3458,Camera Operator
3459,Broadcast Reporter
3460,Publisher/Owner
3461,Editor
3462,Print Reporter
3463,Publisher/Owner
3465,Editor
3465,Print Reporter
3466,Print Reporter
3467,Camera Operator
3468,Broadcast Reporter
3468,Editor
3469,Editor
3470,Technician
3471,Editor
3472,Editor
3472,Publisher/Owner
3473,Print Reporter
3474,Editor
3475,Camera Operator
3476,Internet Reporter
3477,Columnist/Commentator
3478,Photographer
3479,Producer
3480,Publisher/Owner
3482,Camera Operator
3482,Internet Reporter
3483,Broadcast Reporter
3484,Print Reporter
3485,Print Reporter
3486,Photographer
3487,Camera Operator
3488,Broadcast Reporter
3489,Camera Operator
3490,Editor
3490,Internet Reporter
3495,Print Reporter
3496,Editor
3497,Editor
3498,Editor
3498,Camera Operator
3499,Print Reporter
3500,Print Reporter
3501,Print Reporter
3502,Internet Reporter
3502,Photographer
3503,Print Reporter
3504,Photographer
3506,Publisher/Owner
3507,Internet Reporter
3508,Internet Reporter
3510,Editor
3511,Publisher/Owner
3512,Editor
3513,Internet Reporter
3514,Photographer
3514,Print Reporter
3515,Internet Reporter
3516,Broadcast Reporter
3517,Internet Reporter
3518,Columnist/Commentator
3519,Internet Reporter
3520,Columnist/Commentator
3520,Internet Reporter
3521,Editor
3521,Publisher/Owner
3522,Columnist/Commentator
3523,Print Reporter
3524,Columnist/Commentator
3525,Editor
3526,Editor
3528,Internet Reporter
3528,Print Reporter
3529,Columnist/Commentator
3530,Editor
3531,Publisher/Owner
3532,Editor
3533,Print Reporter
3534,Columnist/Commentator
3534,Editor
3535,Print Reporter
3536,Broadcast Reporter
3539,Print Reporter
3541,Internet Reporter
3542,Editor
3542,Publisher/Owner
3543,Photographer
3544,Editor
3544,Internet Reporter
3545,Print Reporter
3546,Camera Operator
3547,Internet Reporter
3548,Columnist/Commentator
3549,Columnist/Commentator
3550,Publisher/Owner
3551,Print Reporter
3555,Broadcast Reporter
3555,Internet Reporter
3555,Producer
3556,Internet Reporter
3557,Print Reporter
3558,Photographer
3559,Print Reporter
3560,Broadcast Reporter
3560,Columnist/Commentator
3561,Internet Reporter
3562,Internet Reporter
3563,Editor
3564,Internet Reporter
3565,Print Reporter
3566,Publisher/Owner
3567,Editor
3568,Print Reporter
3569,Editor
3570,Internet Reporter
3570,Photographer
3571,Internet Reporter
3572,Editor
3573,Print Reporter
3574,Editor
3575,Broadcast Reporter
3575,Internet Reporter
3575,Photographer
3576,Internet Reporter
3576,Editor
3577,Publisher/Owner
3578,Editor
3579,Editor
3580,Internet Reporter
3581,Editor
3582,Editor
3582,Internet Reporter
3583,Editor
3583,Internet Reporter
3584,Print Reporter
3585,Print Reporter
3586,Columnist/Commentator
3587,Internet Reporter
3588,Columnist/Commentator
3588,Editor
